status,prefecture,municipality,raw_count,verified_count,remaining_count,remaining_slugs,remaining_titles
未完了,山梨県,大月市,9,0,9,otsuki-child-medical-aid otsuki-vacant-house-renovation otsuki-health-checkup-subsidy otsuki-scholarship-repayment otsuki-startup-support otsuki-elderly-taxi otsuki-water-saving otsuki-block-wall-removal otsuki-school-lunch-subsidy,大月市 こども医療費助成 / 大月市 空き家改修補助金 / 大月市 人間ドック受診費助成 / 大月市 奨学金返還支援制度 / 大月市 創業支援補助金 / 大月市 高齢者タクシー利用助成 / 大月市 雨水タンク設置補助金 / 大月市 ブロック塀等撤去補助金 / 大月市 学校給食費補助制度
未完了,山梨県,都留市,9,0,9,tsuru-child-medical-aid tsuru-vacant-house-renovation tsuru-health-checkup-subsidy tsuru-scholarship-repayment tsuru-startup-support tsuru-elderly-taxi tsuru-water-saving tsuru-block-wall-removal tsuru-school-lunch-subsidy,都留市 こども医療費助成 / 都留市 空き家改修補助金 / 都留市 人間ドック受診費助成 / 都留市 奨学金返還支援制度 / 都留市 創業支援補助金 / 都留市 高齢者タクシー利用助成 / 都留市 雨水タンク設置補助金 / 都留市 ブロック塀等撤去補助金 / 都留市 学校給食費補助制度
未完了,山梨県,韮崎市,9,0,9,nirasaki-child-medical-aid nirasaki-vacant-house-renovation nirasaki-health-checkup-subsidy nirasaki-scholarship-repayment nirasaki-startup-support nirasaki-elderly-taxi nirasaki-water-saving nirasaki-block-wall-removal nirasaki-school-lunch-subsidy,韮崎市 こども医療費助成 / 韮崎市 空き家改修補助金 / 韮崎市 人間ドック受診費助成 / 韮崎市 奨学金返還支援制度 / 韮崎市 創業支援補助金 / 韮崎市 高齢者タクシー利用助成 / 韮崎市 雨水タンク設置補助金 / 韮崎市 ブロック塀等撤去補助金 / 韮崎市 学校給食費補助制度
未完了,山梨県,富士吉田市,9,1,8,fujiyoshida-vacant-house-renovation fujiyoshida-health-checkup-subsidy fujiyoshida-scholarship-repayment fujiyoshida-startup-support fujiyoshida-elderly-taxi fujiyoshida-water-saving fujiyoshida-block-wall-removal fujiyoshida-school-lunch-subsidy,富士吉田市 空き家改修補助金 / 富士吉田市 人間ドック受診費助成 / 富士吉田市 奨学金返還支援制度 / 富士吉田市 創業支援補助金 / 富士吉田市 高齢者タクシー利用助成 / 富士吉田市 雨水タンク設置補助金 / 富士吉田市 ブロック塀等撤去補助金 / 富士吉田市 学校給食費補助制度
未完了,滋賀県,近江八幡市,9,0,9,omihachiman-infant-diaper omihachiman-lake-view-housing omihachiman-child-allergy omihachiman-nature-experience omihachiman-agriculture-six omihachiman-nursing-students omihachiman-food-bank omihachiman-flood-prevention omihachiman-workation-support,近江八幡市 乳児おむつ等支給事業 / 近江八幡市 琵琶湖周辺空き家活用補助金 / 近江八幡市 小児アレルギー治療費助成 / 近江八幡市 琵琶湖環境学習支援事業 / 近江八幡市 農商工連携6次産業化補助金 / 近江八幡市 介護職員資格取得支援制度 / 近江八幡市 フードバンク活動支援補助金 / 近江八幡市 浸水対策設備設置補助金 / 近江八幡市 ワーケーション受入環境整備補助金
未完了,滋賀県,滋賀県,3,2,1,shiga-biwa-lake-environment,滋賀県 琵琶湖保全・環境活動支援事業
未完了,滋賀県,守山市,9,0,9,moriyama-infant-diaper moriyama-lake-view-housing moriyama-child-allergy moriyama-nature-experience moriyama-agriculture-six moriyama-nursing-students moriyama-food-bank moriyama-flood-prevention moriyama-workation-support,守山市 乳児おむつ等支給事業 / 守山市 琵琶湖周辺空き家活用補助金 / 守山市 小児アレルギー治療費助成 / 守山市 琵琶湖環境学習支援事業 / 守山市 農商工連携6次産業化補助金 / 守山市 介護職員資格取得支援制度 / 守山市 フードバンク活動支援補助金 / 守山市 浸水対策設備設置補助金 / 守山市 ワーケーション受入環境整備補助金
未完了,滋賀県,草津市,21,2,19,kusatsu-housing-reform kusatsu-education-support kusatsu-childcare-subsidy kusatsu-birth-bonus kusatsu-housing-purchase kusatsu-infertility kusatsu-scholarship kusatsu-sme-support kusatsu-nursing-equipment kusatsu-elderly-support kusatsu-infant-diaper kusatsu-lake-view-housing kusatsu-child-allergy kusatsu-nature-experience kusatsu-agriculture-six kusatsu-nursing-students kusatsu-food-bank kusatsu-flood-prevention kusatsu-workation-support,草津市 住宅改修補助事業 / 草津市 就学援助制度 / 草津市 子育て世帯応援給付金 / 草津市 出産祝い金 / 草津市 住宅取得支援補助金 / 草津市 不妊治療費助成制度 / 草津市 奨学金制度 / 草津市 中小企業振興補助金 / 草津市 介護用品支給事業 / 草津市 高齢者生活支援事業 / 草津市 乳児おむつ等支給事業 / 草津市 琵琶湖周辺空き家活用補助金 / 草津市 小児アレルギー治療費助成 / 草津市 琵琶湖環境学習支援事業 / 草津市 農商工連携6次産業化補助金 / 草津市 介護職員資格取得支援制度 / 草津市 フードバンク活動支援補助金 / 草津市 浸水対策設備設置補助金 / 草津市 ワーケーション受入環境整備補助金
未完了,滋賀県,大津市,21,4,17,otsu-mental-health otsu-scholarship-v2 otsu-women-startup otsu-nursing-home-reform otsu-elderly-support otsu-bousai-equipment otsu-infant-diaper otsu-lake-view-housing otsu-child-allergy otsu-nature-experience otsu-agriculture-six otsu-nursing-students otsu-food-bank otsu-flood-prevention otsu-workation-support otsu-earthquake-reform otsu-scholarship,大津市 こころの健康相談支援事業 / 大津市 奨学金返還支援補助金 / 大津市 女性起業支援補助金 / 大津市 介護予防住宅改修支援事業 / 大津市 高齢者配食サービス事業 / 大津市 自主防災組織資機材整備補助金 / 大津市 乳児おむつ等支給事業 / 大津市 琵琶湖周辺空き家活用補助金 / 大津市 小児アレルギー治療費助成 / 大津市 琵琶湖環境学習支援事業 / 大津市 農商工連携6次産業化補助金 / 大津市 介護職員資格取得支援制度 / 大津市 フードバンク活動支援補助金 / 大津市 浸水対策設備設置補助金 / 大津市 ワーケーション受入環境整備補助金 / 大津市 木造住宅耐震改修補助金 / 大津市 奨学金制度
未完了,滋賀県,長浜市,9,0,9,nagahama-infant-diaper nagahama-lake-view-housing nagahama-child-allergy nagahama-nature-experience nagahama-agriculture-six nagahama-nursing-students nagahama-food-bank nagahama-flood-prevention nagahama-workation-support,長浜市 乳児おむつ等支給事業 / 長浜市 琵琶湖周辺空き家活用補助金 / 長浜市 小児アレルギー治療費助成 / 長浜市 琵琶湖環境学習支援事業 / 長浜市 農商工連携6次産業化補助金 / 長浜市 介護職員資格取得支援制度 / 長浜市 フードバンク活動支援補助金 / 長浜市 浸水対策設備設置補助金 / 長浜市 ワーケーション受入環境整備補助金
未完了,滋賀県,彦根市,12,1,11,hikone-housing-reform hikone-scholarship hikone-infant-diaper hikone-lake-view-housing hikone-child-allergy hikone-nature-experience hikone-agriculture-six hikone-nursing-students hikone-food-bank hikone-flood-prevention hikone-workation-support,彦根市 住宅リフォーム補助金 / 彦根市 奨学金制度 / 彦根市 乳児おむつ等支給事業 / 彦根市 琵琶湖周辺空き家活用補助金 / 彦根市 小児アレルギー治療費助成 / 彦根市 琵琶湖環境学習支援事業 / 彦根市 農商工連携6次産業化補助金 / 彦根市 介護職員資格取得支援制度 / 彦根市 フードバンク活動支援補助金 / 彦根市 浸水対策設備設置補助金 / 彦根市 ワーケーション受入環境整備補助金
未完了,鹿児島県,姶良市,9,0,9,aira-child-medical-aid aira-juutaku-reform aira-health-checkup-subsidy aira-scholarship-repayment aira-startup-support aira-elderly-taxi aira-water-saving aira-block-wall-removal aira-school-lunch-subsidy,姶良市 こども医療費助成 / 姶良市 住宅リフォーム助成金 / 姶良市 人間ドック受診費助成 / 姶良市 奨学金返還支援制度 / 姶良市 創業支援補助金 / 姶良市 高齢者タクシー利用助成 / 姶良市 雨水タンク設置補助金 / 姶良市 ブロック塀等撤去補助金 / 姶良市 学校給食費補助制度
未完了,鹿児島県,奄美市,9,0,9,amami-child-medical-aid amami-juutaku-reform amami-health-checkup-subsidy amami-scholarship-repayment amami-startup-support amami-elderly-taxi amami-water-saving amami-block-wall-removal amami-school-lunch-subsidy,奄美市 こども医療費助成 / 奄美市 住宅リフォーム助成金 / 奄美市 人間ドック受診費助成 / 奄美市 奨学金返還支援制度 / 奄美市 創業支援補助金 / 奄美市 高齢者タクシー利用助成 / 奄美市 雨水タンク設置補助金 / 奄美市 ブロック塀等撤去補助金 / 奄美市 学校給食費補助制度
未完了,鹿児島県,薩摩川内市,12,2,10,satsumasendai-housing-newlife satsumasendai-child-medical-aid satsumasendai-juutaku-reform satsumasendai-health-checkup-subsidy satsumasendai-scholarship-repayment satsumasendai-startup-support satsumasendai-elderly-taxi satsumasendai-water-saving satsumasendai-block-wall-removal satsumasendai-school-lunch-subsidy,薩摩川内市 新婚世帯家賃補助金 / 薩摩川内市 こども医療費助成 / 薩摩川内市 住宅リフォーム助成金 / 薩摩川内市 人間ドック受診費助成 / 薩摩川内市 奨学金返還支援制度 / 薩摩川内市 創業支援補助金 / 薩摩川内市 高齢者タクシー利用助成 / 薩摩川内市 雨水タンク設置補助金 / 薩摩川内市 ブロック塀等撤去補助金 / 薩摩川内市 学校給食費補助制度
未完了,鹿児島県,鹿屋市,12,2,10,kanoya-housing-new-build kanoya-child-medical-aid kanoya-juutaku-reform kanoya-health-checkup-subsidy kanoya-scholarship-repayment kanoya-startup-support kanoya-elderly-taxi kanoya-water-saving kanoya-block-wall-removal kanoya-school-lunch-subsidy,鹿屋市 住宅取得支援補助金 / 鹿屋市 こども医療費助成 / 鹿屋市 住宅リフォーム助成金 / 鹿屋市 人間ドック受診費助成 / 鹿屋市 奨学金返還支援制度 / 鹿屋市 創業支援補助金 / 鹿屋市 高齢者タクシー利用助成 / 鹿屋市 雨水タンク設置補助金 / 鹿屋市 ブロック塀等撤去補助金 / 鹿屋市 学校給食費補助制度
未完了,鹿児島県,鹿児島県,1,0,1,kagoshima-childcare-third-child,鹿児島県 第3子以降子育て支援金
未完了,鹿児島県,鹿児島市,21,3,18,kagoshima-city-vaccination kagoshima-city-childcare-subsidy kagoshima-city-birth-bonus kagoshima-city-newlywed-rent kagoshima-city-disability-medical kagoshima-city-school-lunch kagoshima-city-nursing-home-reform kagoshima-city-energy-support kagoshima-city-seismic-diagnosis kagoshima-child-medical-aid kagoshima-juutaku-reform kagoshima-health-checkup-subsidy kagoshima-scholarship-repayment kagoshima-startup-support kagoshima-elderly-taxi kagoshima-water-saving kagoshima-block-wall-removal kagoshima-school-lunch-subsidy,鹿児島市 高齢者予防接種費用助成 / 鹿児島市 子育て応援給付金 / 鹿児島市 出産祝い金 / 鹿児島市 新婚世帯新生活支援補助金 / 鹿児島市 重度障害者医療費助成制度 / 鹿児島市 学校給食費助成制度 / 鹿児島市 高齢者住宅改修助成事業 / 鹿児島市 省エネ設備導入補助金 / 鹿児島市 住宅耐震診断補助制度 / 鹿児島市 こども医療費助成 / 鹿児島市 住宅リフォーム助成金 / 鹿児島市 人間ドック受診費助成 / 鹿児島市 奨学金返還支援制度 / 鹿児島市 創業支援補助金 / 鹿児島市 高齢者タクシー利用助成 / 鹿児島市 雨水タンク設置補助金 / 鹿児島市 ブロック塀等撤去補助金 / 鹿児島市 学校給食費補助制度
未完了,鹿児島県,霧島市,20,3,17,kirishima-childcare-subsidy kirishima-birth-bonus kirishima-housing-purchase kirishima-infertility kirishima-scholarship kirishima-sme-support kirishima-nursing-equipment kirishima-elderly-support kirishima-seismic-diagnosis kirishima-child-medical-aid kirishima-juutaku-reform kirishima-health-checkup-subsidy kirishima-scholarship-repayment kirishima-elderly-taxi kirishima-water-saving kirishima-block-wall-removal kirishima-school-lunch-subsidy,霧島市 保育料助成制度 / 霧島市 出産祝金制度 / 霧島市 住宅取得支援補助金 / 霧島市 不妊治療費助成制度 / 霧島市 奨学金制度 / 霧島市 中小企業振興補助金 / 霧島市 介護用品支給事業 / 霧島市 高齢者生活支援事業 / 霧島市 住宅耐震診断助成制度 / 霧島市 こども医療費助成 / 霧島市 住宅リフォーム助成金 / 霧島市 人間ドック受診費助成 / 霧島市 奨学金返還支援制度 / 霧島市 高齢者タクシー利用助成 / 霧島市 雨水タンク設置補助金 / 霧島市 ブロック塀等撤去補助金 / 霧島市 学校給食費補助制度
未完了,秋田県,横手市,29,3,26,yokote-childcare-subsidy yokote-birth-bonus yokote-newlywed-rent yokote-disability-medical yokote-school-lunch yokote-telework-bonus yokote-nursing-home-reform yokote-energy-support yokote-bousai-equipment yokote-kosodate-taxi yokote-twin-childcare yokote-eco-reform yokote-specific-disease yokote-study-abroad yokote-agri-employment yokote-home-care yokote-snow-removal yokote-snow-damage yokote-child-medical-aid yokote-juutaku-reform yokote-health-checkup-subsidy yokote-scholarship-repayment yokote-elderly-taxi yokote-water-saving yokote-block-wall-removal yokote-school-lunch-subsidy,横手市 保育料軽減補助金 / 横手市 出産祝い金 / 横手市 新婚世帯家賃補助金 / 横手市 障がい者医療費助成制度 / 横手市 学校給食費補助制度 / 横手市 テレワーク推進補助金 / 横手市 介護リフォーム補助金 / 横手市 省エネ設備導入補助金 / 横手市 防災設備整備補助金 / 横手市 子育てタクシー利用助成 / 横手市 多胎児世帯支援給付金 / 横手市 住宅省エネリフォーム補助金 / 横手市 特定疾病療養者見舞金 / 横手市 海外研修・留学支援補助金 / 横手市 農業担い手育成支援金 / 横手市 在宅介護支援手当 / 横手市 除排雪費用助成制度 / 横手市 雪害復旧支援補助金 / 横手市 こども医療費助成 / 横手市 住宅リフォーム助成金 / 横手市 人間ドック受診費助成 / 横手市 奨学金返還支援制度 / 横手市 高齢者タクシー利用助成 / 横手市 雨水タンク設置補助金 / 横手市 ブロック塀等撤去補助金 / 横手市 学校給食費補助制度
未完了,秋田県,秋田県,3,1,2,akita-migration-incentive akita-agriculture-support,秋田県 移住支援金・わか杉カントリー定住促進事業 / 秋田県 農業次世代人材投資事業
未完了,秋田県,秋田市,21,7,14,akita-city-daycare-support akita-city-barrier-free akita-city-mental-health akita-city-telework-bonus akita-city-nursing-home-reform akita-city-elderly-support akita-city-uij-turn akita-juutaku-reform akita-health-checkup-subsidy akita-startup-support akita-elderly-taxi akita-water-saving akita-block-wall-removal akita-school-lunch-subsidy,秋田市 保育料軽減事業 / 秋田市 住宅バリアフリー改修補助金 / 秋田市 こころの健康相談・治療費助成 / 秋田市 テレワーク移住支援金 / 秋田市 高齢者住宅改修支援事業 / 秋田市 高齢者除雪支援事業 / 秋田市 UIJターン就職支援金 / 秋田市 住宅リフォーム助成金 / 秋田市 人間ドック受診費助成 / 秋田市 創業支援補助金 / 秋田市 高齢者タクシー利用助成 / 秋田市 雨水タンク設置補助金 / 秋田市 ブロック塀等撤去補助金 / 秋田市 学校給食費補助制度
未完了,秋田県,大仙市,21,2,19,daisen-migration-support daisen-childcare-subsidy daisen-birth-bonus daisen-newlywed-rent daisen-disability-medical daisen-school-lunch daisen-telework-bonus daisen-nursing-home-reform daisen-energy-support daisen-bousai-equipment daisen-child-medical-aid daisen-juutaku-reform daisen-health-checkup-subsidy daisen-scholarship-repayment daisen-startup-support daisen-elderly-taxi daisen-water-saving daisen-block-wall-removal daisen-school-lunch-subsidy,大仙市 移住支援金 / 大仙市 子育て世帯生活支援給付金 / 大仙市 出産祝い金支給事業 / 大仙市 新婚世帯住居費補助事業 / 大仙市 重度障がい者医療費助成制度 / 大仙市 学校給食費無償化事業 / 大仙市 テレワーク移住支援補助金 / 大仙市 在宅介護住宅改修補助金 / 大仙市 冬季灯油購入費助成事業 / 大仙市 防災資機材整備補助金 / 大仙市 こども医療費助成 / 大仙市 住宅リフォーム助成金 / 大仙市 人間ドック受診費助成 / 大仙市 奨学金返還支援制度 / 大仙市 創業支援補助金 / 大仙市 高齢者タクシー利用助成 / 大仙市 雨水タンク設置補助金 / 大仙市 ブロック塀等撤去補助金 / 大仙市 学校給食費補助制度
未完了,新潟県,阿賀野市,9,0,9,agano-childcare-subsidy agano-birth-bonus agano-housing-purchase agano-infertility agano-scholarship agano-uij-turn agano-nursing-equipment agano-energy-support agano-bousai-equipment,阿賀野市 保育料軽減補助金 / 阿賀野市 出産祝い金 / 阿賀野市 住宅取得支援補助金 / 阿賀野市 不妊治療費助成 / 阿賀野市 奨学金制度 / 阿賀野市 UIJターン支援金 / 阿賀野市 介護用品支給事業 / 阿賀野市 住宅用太陽光発電補助金 / 阿賀野市 防災資機材整備補助金
未完了,新潟県,燕市,12,1,11,tsubame-startup-support tsubame-migration-support tsubame-childcare-subsidy tsubame-birth-bonus tsubame-housing-purchase tsubame-infertility tsubame-scholarship tsubame-uij-turn tsubame-nursing-equipment tsubame-energy-support tsubame-bousai-equipment,燕市 創業支援補助金 / 燕市 移住定住促進補助金 / 燕市 保育料軽減補助金 / 燕市 出産祝い金 / 燕市 住宅取得支援補助金 / 燕市 不妊治療費助成 / 燕市 奨学金制度 / 燕市 UIJターン支援金 / 燕市 介護用品支給事業 / 燕市 住宅用太陽光発電補助金 / 燕市 防災資機材整備補助金
未完了,新潟県,魚沼市,9,0,9,uonuma-childcare-subsidy uonuma-birth-bonus uonuma-housing-purchase uonuma-infertility uonuma-scholarship uonuma-uij-turn uonuma-nursing-equipment uonuma-energy-support uonuma-bousai-equipment,魚沼市 保育料軽減補助金 / 魚沼市 出産祝い金 / 魚沼市 住宅取得支援補助金 / 魚沼市 不妊治療費助成 / 魚沼市 奨学金制度 / 魚沼市 UIJターン支援金 / 魚沼市 介護用品支給事業 / 魚沼市 住宅用太陽光発電補助金 / 魚沼市 防災資機材整備補助金
未完了,新潟県,五泉市,9,0,9,gosen-childcare-subsidy gosen-birth-bonus gosen-housing-purchase gosen-infertility gosen-scholarship gosen-uij-turn gosen-nursing-equipment gosen-energy-support gosen-bousai-equipment,五泉市 保育料軽減補助金 / 五泉市 出産祝い金 / 五泉市 住宅取得支援補助金 / 五泉市 不妊治療費助成 / 五泉市 奨学金制度 / 五泉市 UIJターン支援金 / 五泉市 介護用品支給事業 / 五泉市 住宅用太陽光発電補助金 / 五泉市 防災資機材整備補助金
未完了,新潟県,佐渡市,9,0,9,sado-childcare-subsidy sado-birth-bonus sado-housing-purchase sado-infertility sado-scholarship sado-uij-turn sado-nursing-equipment sado-energy-support sado-bousai-equipment,佐渡市 保育料軽減補助金 / 佐渡市 出産祝い金 / 佐渡市 住宅取得支援補助金 / 佐渡市 不妊治療費助成 / 佐渡市 奨学金制度 / 佐渡市 UIJターン支援金 / 佐渡市 介護用品支給事業 / 佐渡市 住宅用太陽光発電補助金 / 佐渡市 防災資機材整備補助金
未完了,新潟県,三条市,3,1,2,sanjo-manufacturing-support sanjo-housing-acquisition,三条市 ものづくり経営革新支援補助金 / 三条市 住宅取得支援補助金
未完了,新潟県,上越市,12,3,9,joetsu-housing-snow joetsu-childcare-subsidy joetsu-birth-bonus joetsu-housing-purchase joetsu-infertility joetsu-scholarship joetsu-sme-support joetsu-elderly-support joetsu-seismic-diagnosis,上越市 克雪住宅普及促進事業 / 上越市 子育て世帯応援給付金 / 上越市 出産祝い金 / 上越市 住宅取得支援補助金 / 上越市 不妊治療費助成制度 / 上越市 奨学金制度 / 上越市 中小企業振興補助金 / 上越市 高齢者見守り・生活支援事業 / 上越市 木造住宅耐震診断助成事業
未完了,新潟県,新潟県,1,0,1,niigata-rice-farming,新潟県コシヒカリ品質向上支援事業
未完了,新潟県,新潟県（各市町村）,1,0,1,niigata-snow-removal,新潟県克雪住宅普及促進事業
未完了,新潟県,新潟市,12,2,10,niigata-city-startup-support niigata-city-housing-reform niigata-city-childcare-subsidy niigata-city-daycare-support niigata-city-vacant-house niigata-city-infertility niigata-city-scholarship niigata-city-uij-turn niigata-city-energy-support niigata-city-seismic-diagnosis,新潟市 創業支援補助金 / 新潟市 住宅リフォーム補助金 / 新潟市 子育て応援給付金 / 新潟市 保育料軽減事業 / 新潟市 空き家活用リフォーム補助金 / 新潟市 不妊治療費助成事業 / 新潟市 奨学金制度 / 新潟市 UIJターン就職支援補助金 / 新潟市 冬季エネルギー支援給付金 / 新潟市 木造住宅耐震診断助成事業
未完了,新潟県,村上市,9,0,9,murakami-childcare-subsidy murakami-birth-bonus murakami-housing-purchase murakami-infertility murakami-scholarship murakami-uij-turn murakami-nursing-equipment murakami-energy-support murakami-bousai-equipment,村上市 保育料軽減補助金 / 村上市 出産祝い金 / 村上市 住宅取得支援補助金 / 村上市 不妊治療費助成 / 村上市 奨学金制度 / 村上市 UIJターン支援金 / 村上市 介護用品支給事業 / 村上市 住宅用太陽光発電補助金 / 村上市 防災資機材整備補助金
未完了,新潟県,長岡市,3,2,1,nagaoka-housing-snow,長岡市 克雪すまいづくり支援事業
完了,神奈川県,綾瀬市,9,9,0,,
完了,神奈川県,横須賀市,12,12,0,,
完了,神奈川県,横浜市,12,12,0,,
完了,神奈川県,海老名市,11,11,0,,
完了,神奈川県,茅ヶ崎市,3,3,0,,
完了,神奈川県,座間市,9,9,0,,
完了,神奈川県,三浦市,9,9,0,,
完了,神奈川県,小田原市,3,3,0,,
完了,神奈川県,神奈川県（かながわ産業振興センター）,1,1,0,,
完了,神奈川県,神奈川県（各市町村）,3,3,0,,
完了,神奈川県,秦野市,3,3,0,,
完了,神奈川県,逗子市,9,9,0,,
完了,神奈川県,川崎市,12,12,0,,
完了,神奈川県,相模原市,12,12,0,,
完了,神奈川県,大和市,3,3,0,,
完了,神奈川県,藤沢市,12,12,0,,
完了,神奈川県,南足柄市,9,9,0,,
完了,神奈川県,平塚市,3,3,0,,
未完了,青森県,弘前市,21,2,19,hirosaki-infertility-support hirosaki-housing-seismic hirosaki-childcare-subsidy hirosaki-birth-bonus hirosaki-newlywed-rent hirosaki-school-lunch hirosaki-telework-bonus hirosaki-nursing-home-reform hirosaki-energy-support hirosaki-bousai-equipment hirosaki-child-medical-aid hirosaki-juutaku-reform hirosaki-health-checkup-subsidy hirosaki-scholarship-repayment hirosaki-startup-support hirosaki-elderly-taxi hirosaki-water-saving hirosaki-block-wall-removal hirosaki-school-lunch-subsidy,弘前市 不妊治療費助成制度 / 弘前市 木造住宅耐震改修補助金 / 弘前市 保育料助成制度 / 弘前市 出産祝金制度 / 弘前市 新婚世帯家賃補助制度 / 弘前市 学校給食費助成制度 / 弘前市 テレワーク導入支援補助金 / 弘前市 介護住宅改修支援事業 / 弘前市 省エネルギー設備導入補助金 / 弘前市 防災設備設置補助金 / 弘前市 こども医療費助成 / 弘前市 住宅リフォーム助成金 / 弘前市 人間ドック受診費助成 / 弘前市 奨学金返還支援制度 / 弘前市 創業支援補助金 / 弘前市 高齢者タクシー利用助成 / 弘前市 雨水タンク設置補助金 / 弘前市 ブロック塀等撤去補助金 / 弘前市 学校給食費補助制度
未完了,青森県,青森県,3,2,1,aomori-apple-farming,青森県 りんご産業新規就農支援事業
未完了,青森県,青森市,21,6,15,aomori-city-housing-eco aomori-city-senior-dental aomori-city-school-lunch aomori-city-nursing-home-reform aomori-city-energy-support aomori-city-seismic-diagnosis aomori-city-housing-reform aomori-child-medical-aid aomori-juutaku-reform aomori-health-checkup-subsidy aomori-startup-support aomori-elderly-taxi aomori-water-saving aomori-block-wall-removal aomori-school-lunch-subsidy,青森市 住宅省エネ改修補助金 / 青森市 高齢者歯科健診・治療費助成 / 青森市 学校給食費助成制度 / 青森市 介護保険住宅改修費支給 / 青森市 冬季エネルギー支援給付金 / 青森市 木造住宅耐震診断助成事業 / 青森市 住宅リフォーム助成事業 / 青森市 こども医療費助成 / 青森市 住宅リフォーム助成金 / 青森市 人間ドック受診費助成 / 青森市 創業支援補助金 / 青森市 高齢者タクシー利用助成 / 青森市 雨水タンク設置補助金 / 青森市 ブロック塀等撤去補助金 / 青森市 学校給食費補助制度
未完了,青森県,八戸市,21,2,19,hachinohe-infertility-treatment hachinohe-housing-earthquake hachinohe-childcare-subsidy hachinohe-birth-bonus hachinohe-housing-purchase hachinohe-infertility hachinohe-scholarship hachinohe-sme-support hachinohe-elderly-support hachinohe-seismic-diagnosis hachinohe-child-medical-aid hachinohe-juutaku-reform hachinohe-health-checkup-subsidy hachinohe-scholarship-repayment hachinohe-startup-support hachinohe-elderly-taxi hachinohe-water-saving hachinohe-block-wall-removal hachinohe-school-lunch-subsidy,八戸市 不妊治療費助成事業 / 八戸市 木造住宅耐震改修補助事業 / 八戸市 保育料軽減助成事業 / 八戸市 出産・子育て応援給付金 / 八戸市 住宅取得支援補助金 / 八戸市 不妊治療費助成事業 / 八戸市 奨学金制度 / 八戸市 中小企業経営革新支援補助金 / 八戸市 高齢者緊急通報システム事業 / 八戸市 木造住宅耐震診断助成事業 / 八戸市 こども医療費助成 / 八戸市 住宅リフォーム助成金 / 八戸市 人間ドック受診費助成 / 八戸市 奨学金返還支援制度 / 八戸市 創業支援補助金 / 八戸市 高齢者タクシー利用助成 / 八戸市 雨水タンク設置補助金 / 八戸市 ブロック塀等撤去補助金 / 八戸市 学校給食費補助制度
未完了,静岡県,伊東市,9,0,9,ito-papa-mama-class ito-solar-panel ito-adult-vaccine ito-school-ict ito-fishery-support ito-dayservice-transport ito-pet-sterilize ito-tsunami-shelter ito-telework-satellite,伊東市 パパママ学級参加支援 / 伊東市 太陽光発電設備設置補助金 / 伊東市 高齢者肺炎球菌ワクチン助成 / 伊東市 小中学生ICT学習支援 / 伊東市 漁業担い手育成支援金 / 伊東市 通所介護施設送迎支援 / 伊東市 飼い猫不妊去勢手術補助金 / 伊東市 津波避難施設整備補助金 / 伊東市 サテライトオフィス誘致補助金
未完了,静岡県,三島市,9,0,9,mishima-papa-mama-class mishima-solar-panel mishima-adult-vaccine mishima-school-ict mishima-fishery-support mishima-dayservice-transport mishima-pet-sterilize mishima-tsunami-shelter mishima-telework-satellite,三島市 パパママ学級参加支援 / 三島市 太陽光発電設備設置補助金 / 三島市 高齢者肺炎球菌ワクチン助成 / 三島市 小中学生ICT学習支援 / 三島市 漁業担い手育成支援金 / 三島市 通所介護施設送迎支援 / 三島市 飼い猫不妊去勢手術補助金 / 三島市 津波避難施設整備補助金 / 三島市 サテライトオフィス誘致補助金
未完了,静岡県,沼津市,12,2,10,numazu-senior-medical numazu-papa-mama-class numazu-solar-panel numazu-adult-vaccine numazu-school-ict numazu-fishery-support numazu-dayservice-transport numazu-pet-sterilize numazu-tsunami-shelter numazu-telework-satellite,沼津市 高齢者医療費助成制度 / 沼津市 パパママ学級参加支援 / 沼津市 太陽光発電設備設置補助金 / 沼津市 高齢者肺炎球菌ワクチン助成 / 沼津市 小中学生ICT学習支援 / 沼津市 漁業担い手育成支援金 / 沼津市 通所介護施設送迎支援 / 沼津市 飼い猫不妊去勢手術補助金 / 沼津市 津波避難施設整備補助金 / 沼津市 サテライトオフィス誘致補助金
未完了,静岡県,静岡県,2,0,2,shizuoka-tea-industry shizuoka-childcare-nature,静岡県茶業振興支援事業助成金 / 静岡県森のようちえん活動支援事業
未完了,静岡県,静岡市,12,1,11,shizuoka-city-housing-seismic shizuoka-city-fertility-treatment shizuoka-city-childcare-subsidy shizuoka-city-birth-bonus shizuoka-city-housing-purchase shizuoka-city-disability-medical shizuoka-city-scholarship shizuoka-city-telework-bonus shizuoka-city-nursing-home-reform shizuoka-city-migration-bonus shizuoka-city-bousai-equipment,静岡市 木造住宅耐震補強助成事業 / 静岡市 不妊治療費助成制度 / 静岡市 子育て応援給付金 / 静岡市 出産祝い金 / 静岡市 住宅取得支援補助金 / 静岡市 重度障がい者医療費助成制度 / 静岡市 奨学金制度 / 静岡市 テレワーク移住支援補助金 / 静岡市 介護施設整備補助金 / 静岡市 移住支援金 / 静岡市 家庭用防災用品購入補助金
