municipality,score,hits,title,h1,url,snippet
"川越町","30","制度語|金額|対象|受付","母子健康手帳交付と妊婦健康診査｜三重県川越町公式サイト","母子健康手帳交付と妊婦健康診査","https://www.town.kawagoe.mie.jp/kosodate-kyoiku/shussann/1001659/1001670.html","母子健康手帳交付と妊婦健康診査｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス ト"
"川越町","30","制度語|金額|対象|受付","妊婦教室｜三重県川越町公式サイト","妊婦教室","https://www.town.kawagoe.mie.jp/kosodate-kyoiku/shussann/1001659/1001673.html","妊婦教室｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス トップ 閉じる 川越町つ"
"川越町","30","制度語|金額|対象|受付","妊婦等包括支援事業｜三重県川越町公式サイト","妊婦等包括支援事業","https://www.town.kawagoe.mie.jp/kosodate-kyoiku/shussann/1001659/1002915.html","妊婦等包括支援事業｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス トップ 閉じる"
"川越町","30","制度語|金額|対象|受付","子どもの予防接種｜三重県川越町公式サイト","子どもの予防接種","https://www.town.kawagoe.mie.jp/kosodate-kyoiku/shussann/1001671/1001677.html","子どもの予防接種｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス トップ 閉じる "
"川越町","30","制度語|金額|対象|受付","定額減税補足給付金（調整給付）｜三重県川越町公式サイト","定額減税補足給付金（調整給付）","https://www.town.kawagoe.mie.jp/kurashi/1002742/1002744.html","定額減税補足給付金（調整給付）｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス ト"
"川越町","30","制度語|金額|対象|受付","定額減税補足給付金（不足額給付）｜三重県川越町公式サイト","定額減税補足給付金（不足額給付）","https://www.town.kawagoe.mie.jp/kurashi/1002742/1003646.html","定額減税補足給付金（不足額給付）｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス "
"川越町","30","制度語|金額|対象|受付","川越町防災カメラ｜三重県川越町公式サイト","川越町防災カメラ","https://www.town.kawagoe.mie.jp/kurashi/bousai/1001533/1001550/index.html","川越町防災カメラ｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス トップ 閉じる "
"川越町","30","制度語|金額|対象|受付","防災行政無線個別受信機｜三重県川越町公式サイト","防災行政無線個別受信機","https://www.town.kawagoe.mie.jp/kurashi/bousai/1001533/1002413/1001541.html","防災行政無線個別受信機｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス トップ 閉"
"川越町","30","制度語|金額|対象|受付","令和8年5月下旬から新たな防災気象情報の運用が開始します｜三重県川越町公式サイト","令和8年5月下旬から新たな防災気象情報の運用が開始します","https://www.town.kawagoe.mie.jp/kurashi/bousai/1001533/1002413/1003973.html","令和8年5月下旬から新たな防災気象情報の運用が開始します｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビ"
"川越町","30","制度語|金額|対象|受付","川越町特殊詐欺防止装置購入費補助金｜三重県川越町公式サイト","川越町特殊詐欺防止装置購入費補助金","https://www.town.kawagoe.mie.jp/kurashi/bousai/1001554/1002397.html","川越町特殊詐欺防止装置購入費補助金｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス"
"川越町","30","制度語|金額|対象|受付","定額減税や給付金をかたった不審な電話、SMSやメールにご注意ください｜三重県川越町公式サイト","定額減税や給付金をかたった不審な電話、SMSやメールにご注意ください","https://www.town.kawagoe.mie.jp/kurashi/bousai/1001554/1002903.html","定額減税や給付金をかたった不審な電話、SMSやメールにご注意ください｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベン"
"川越町","30","制度語|金額|対象|受付","川越町空家バンク｜三重県川越町公式サイト","川越町空家バンク","https://www.town.kawagoe.mie.jp/kurashi/sumaiseikatsu/1002417/1001635/index.html","川越町空家バンク｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス トップ 閉じる "
"川越町","30","制度語|金額|対象|受付","空家等管理活用支援法人の指定｜三重県川越町公式サイト","空家等管理活用支援法人の指定","https://www.town.kawagoe.mie.jp/kurashi/sumaiseikatsu/1002417/1002343.html","空家等管理活用支援法人の指定｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス トッ"
"川越町","30","制度語|金額|対象|受付","川越町空家等対策計画｜三重県川越町公式サイト","川越町空家等対策計画","https://www.town.kawagoe.mie.jp/kurashi/sumaiseikatsu/1002417/1002762.html","川越町空家等対策計画｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス 産業・ビジネス トップ 閉じ"
"川越町","30","制度語|金額|対象|受付","解体費用の相場が分かる空き家の解体費用シミュレーター（提供：株式会社クラッソーネ）｜三重県川越町公式サイト","解体費用の相場が分かる空き家の解体費用シミュレーター（提供：株式会社クラッソーネ）","https://www.town.kawagoe.mie.jp/kurashi/sumaiseikatsu/1002417/1003893.html","解体費用の相場が分かる空き家の解体費用シミュレーター（提供：株式会社クラッソーネ）｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 ス"
"川越町","30","制度語|金額|対象|受付","株式会社クラッソーネと空き家除却促進に係る連携協定を締結しました｜三重県川越町公式サイト","株式会社クラッソーネと空き家除却促進に係る連携協定を締結しました","https://www.town.kawagoe.mie.jp/kurashi/sumaiseikatsu/1002417/1003916.html","株式会社クラッソーネと空き家除却促進に係る連携協定を締結しました｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント "
"川越町","30","制度語|金額|対象|受付","飼い主のいない猫の避妊等手術に対する補助金について｜三重県川越町公式サイト","飼い主のいない猫の避妊等手術に対する補助金について","https://www.town.kawagoe.mie.jp/kurashi/sumaiseikatsu/1004126.html","飼い主のいない猫の避妊等手術に対する補助金について｜三重県川越町公式サイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 Foreign language 文字サイズ・配色の変更 緊急・防災 検索 くらし・手続き くらし・手続き トップ 閉じる 電子申請 緊急・防災 住民票・戸籍・証明 国保・後期・年金 税金 ごみ・環境 住まい・生活・交通 相談 上下水道 生活支援 定額減税・定額減税補足給付金 子育て・教育 子育て・教育 トップ 閉じる 妊娠・出産 子ども・家庭の手当 子育て支援 生涯学習 学校教育 川越幼稚園 保育所（こども園）・認可保育所 学童保育 相談 健康・福祉 健康・福祉 トップ 閉じる 健康・医療 社会福祉 高齢福祉・障害福祉 介護 文化・スポーツ・イベント 文化・スポーツ・イベント トップ 閉じる 文化 スポーツ イベント 産業・ビジネス"
"多気町","30","制度語|金額|対象|受付","多気町結婚新生活支援事業補助金／多気町","多気町結婚新生活支援事業補助金","https://www.town.taki.mie.jp/life/kakukayori/3962.html","多気町結婚新生活支援事業補助金／多気町 スマートフォン版を表示 本文へ 組織から探す Foreign language くらし・手続き 子育て・文化・ スポーツ 健康・福祉 産業・農業・観光 町政情報 くらし・手続き 子育て・文化・スポーツ 健康・福祉 産業・農業・観光 町政情報 Foreign language 現在のページ ホーム くらしの情報 注目情報 多気町結婚新生活支援事業補助金 多気町結婚新生活支援事業補助金 Tweet 更新日：2026年04月01日 多気町結婚新生活支援事業補助金 あなたの新生活を応援します！ 新婚を機に必要とする住居経費を支援します。 多気町結婚新生活支援事業補助金チラシ(PDFファイル:1.1MB) 対象世帯 1.当該年1月1日から翌年3月31日までに、婚姻届が受理された夫婦が属する世帯 2.婚姻日における年齢が夫婦ともに39歳以下であること 3.申請時に、夫婦が申請に係る住宅に住所を有していること 4.夫婦の所得を合算した金額が500万円未満であること 5.世帯全員が納入義務を負う市区町村の納税を滞納していないこと 6.申請日より1年以上継続して多"
"多気町","30","制度語|金額|対象|受付","帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します）／多気町","帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します）","https://www.town.taki.mie.jp/life/kakukayori/4653.html","帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します）／多気町 スマートフォン版を表示 本文へ 組織から探す Foreign language くらし・手続き 子育て・文化・ スポーツ 健康・福祉 産業・農業・観光 町政情報 くらし・手続き 子育て・文化・スポーツ 健康・福祉 産業・農業・観光 町政情報 Foreign language 現在のページ ホーム くらしの情報 注目情報 帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します） 帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します） Tweet 更新日：2024年12月27日 帯状疱疹ワクチンは令和7年4月から、定期予防接種となることが国で決定されました。一部公費負担となる予定です。 これに伴い、令和5年度より実施している帯状疱疹ワクチン予防接種費用の助成は、 令和7年3月末接種分までで終了させていただきます 。 対象 予防接種を受けた日に多気町に住民登録のある50歳以上の方 対象となる接種日 令和7年3月31日接種分まで ※接種終了後、すみやかに申請してください。 ※不活"
"多気町","30","制度語|金額|対象|受付","帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します）／多気町","帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します）","https://www.town.taki.mie.jp/life/soshiki/kenko_fukushi/iryo_kenko/6/3007.html","帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します）／多気町 スマートフォン版を表示 本文へ 組織から探す Foreign language くらし・手続き 子育て・文化・ スポーツ 健康・福祉 産業・農業・観光 町政情報 くらし・手続き 子育て・文化・スポーツ 健康・福祉 産業・農業・観光 町政情報 Foreign language 現在のページ ホーム くらしの情報 組織から探す 福祉課 医療・健康 予防接種（成人） 帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します） 帯状疱疹ワクチン予防接種費用の助成について（令和7年3月末で終了します） Tweet 更新日：2024年12月27日 帯状疱疹ワクチンは令和7年4月から、定期予防接種となることが国で決定されました。一部公費負担となる予定です。 これに伴い、令和5年度より実施している帯状疱疹ワクチン予防接種費用の助成は、 令和7年3月末接種分までで終了させていただきます 。 対象 予防接種を受けた日に多気町に住民登録のある50歳以上の方 対象となる接種日 令和7年3月31日接種分まで ※接種終"
"多気町","30","制度語|金額|対象|受付","多気町結婚新生活支援事業補助金／多気町","多気町結婚新生活支援事業補助金","https://www.town.taki.mie.jp/life/soshiki/miraimachidukuri/sumai/3961.html","多気町結婚新生活支援事業補助金／多気町 スマートフォン版を表示 本文へ 組織から探す Foreign language くらし・手続き 子育て・文化・ スポーツ 健康・福祉 産業・農業・観光 町政情報 くらし・手続き 子育て・文化・スポーツ 健康・福祉 産業・農業・観光 町政情報 Foreign language 現在のページ ホーム くらしの情報 組織から探す 未来まちづくり課 移住をお考えの方へ 多気町結婚新生活支援事業補助金 多気町結婚新生活支援事業補助金 Tweet 更新日：2026年04月01日 多気町結婚新生活支援事業補助金 あなたの新生活を応援します！ 新婚を機に必要とする住居経費を支援します。 多気町結婚新生活支援事業補助金チラシ(PDFファイル:1.1MB) 対象世帯 1.当該年1月1日から翌年3月31日までに、婚姻届が受理された夫婦が属する世帯 2.婚姻日における年齢が夫婦ともに39歳以下であること 3.申請時に、夫婦が申請に係る住宅に住所を有していること 4.夫婦の所得を合算した金額が500万円未満であること 5.世帯全員が納入義務を負う市区町村の納税を滞納してい"
"朝日町","30","制度語|金額|対象|受付","木造住宅の耐震化に関する補助制度及び税制措置 - 朝日町","","https://www2.town.asahi.mie.jp/www/contents/1001000000535/index.html","木造住宅の耐震化に関する補助制度及び税制措置 - 朝日町 コンテンツにジャンプ open 朝日町について 暮らしの情報 施設一覧 組織から探す English 中文簡体 中文繁体 한국어 Português Español tiếng Việt 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください サイト内検索 トップページ 暮らしの情報 暮らし・手続 住まい・道路・都市計画 住まい 木造住宅の耐震化に関する補助制度及び税制措置 木造住宅の耐震化に関する補助制度及び税制措置 更新日：2019年4月1日 木造住宅の無料耐震診断及び耐震補強工事等補助制度 地震における人的被害のほとんどは、建物の倒壊などによるものです。大切な命を守り、地震による家屋の倒壊から身を守るため、被害を最小とするためにも住まいの耐震性の確認は大変重要です。 朝日町では耐震化を促進するため、平成２９年４月に『朝日町住宅耐震化緊急促進アクションプログラム』を策定し、木造住宅を対象に無料で耐震診断を実施しています。診断を希望される方はこちらの 申込フォーム から電子申請していただ"
"朝日町","30","制度語|金額|対象|受付","福祉医療費助成 - 朝日町","","https://www2.town.asahi.mie.jp/www/contents/1001000000554/index.html","福祉医療費助成 - 朝日町 コンテンツにジャンプ open 朝日町について 暮らしの情報 施設一覧 組織から探す English 中文簡体 中文繁体 한국어 Português Español tiếng Việt 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください サイト内検索 トップページ 暮らしの情報 健康・福祉 社会福祉/母子・父子福祉 児童福祉 福祉医療費助成 福祉医療費助成 更新日：2026年4月7日 朝日町内にお住まいの障がい者・一人親家庭等・子どもに対して、医療費の一部を助成しています。 障がい者医療 一人親家庭等医療 子ども医療 制度の内容 医療機関等を受診された場合に、窓口等で支払われる医療費（医療保険の自己負担額）の一部を 助成する制度で す。 マイナ保険証等と福祉医療費受給資格証を医療機関等の窓口に提示してください。 （※後期高齢者医療資格確認書をお持ちの方は、福祉医療費受給資格証の提示は不要です。） 医療機関等では通常どおりお支払いいただきますが、後日、口座振込により払い戻されます。（償還払い） 対象 障がい者医療 "
"朝日町","30","制度語|金額|対象|受付","児童手当 - 朝日町","","https://www2.town.asahi.mie.jp/www/contents/1533010386485/index.html","児童手当 - 朝日町 コンテンツにジャンプ open 朝日町について 暮らしの情報 施設一覧 組織から探す English 中文簡体 中文繁体 한국어 Português Español tiếng Việt 文字サイズ変更・コントラスト変更機能を利用する場合は、javascriptをオンにしてください サイト内検索 トップページ 暮らしの情報 健康・福祉 社会福祉/母子・父子福祉 児童福祉 児童手当 児童手当 更新日：2026年3月6日 児童手当は、家庭等における生活の安定に寄与するとともに、次代の社会を担う児童の健やかな成長に資することを目的とした制度です。 支給対象者 朝日町に住所を有し、児童（0歳から18歳に達する日以後の最初の3月31日までの間にある子をいいます。）を養育している方に支給されます。 父母等のうち 生計を維持する程度の高い方 が受給者（請求者）となります。 単身赴任等で父母の生計が同一の場合は、父母のうち生計を維持する程度の高い方が受給者（請求者）となります。 父母が離婚協議中などで別居している場合は、児童と同居している方が児童手当を受け取ることになります。 児"
