score	municipality	title	url	snippet
28	泰阜村	国民健康保険	https://www.vill.yasuoka.nagano.jp/docs/2515.html	、仮に届出が遅くなったとしても資格が発生したときまでさかのぼって税額を納めていただくことになりますので、加入の届出はすみやかに行いましょう。 出産育児一時金について 出産育児一時金 500，000円（産科医療補償制度加入医療機関の場合） 直接支払制度を利用する場合 出産前に、出産予定の医療機関と直接支払制度を利用する旨を書類でかわすことで医療機関が50万円を上限に出産にかかった費用を市町村に請求する制度です。 出産費用が50万円以上の場合は、50万円を超えた分を本人へ請求しますので窓口での支払いを抑えられるメリットにもなります。 また、出産費用が50万円未満であれば請求することで差額を受け取れますので、役場へその旨をお声がけください。 直接支払制度を利用しない場合 出産にかかった費用を全額自己負担いただき、出産
28	喬木村	(no title)	https://www.vill.takagi.lg.jp/category/kubun/news/	約 産業・雇用 行政 観光・イベント 広報活動 情報公開 公共施設 選挙 喬木村議会 よくある質問 トップ カテゴリ 区分 新着情報 新着情報 2026年07月13日 【世界ご当地キャラグランプリ】ベリー＆ゴーへ投票お願いします！ 2026年07月08日 住民主体による避難所開設・運営に関する実践型研修会の開催について 2026年07月07日 【8/3〆切】令和8年度喬木村盆野球大会開催について（8/14開催） 2026年07月03日 【令和8年度】"美し郷"喬木まつり 花火大会 記念花火のお申込み・ご寄附の募集について 2026年06月23日 令和８年第２回喬木村議会定例会（６月）「一般質問」音声データについて 2026年06月23日 令和８年喬木村議会 第２回定例会（６月）審議結果について 2026年06月
28	喬木村	(no title)	https://www.vill.takagi.lg.jp/category/kubun/news/more@docs_kubun.html	約 産業・雇用 行政 観光・イベント 広報活動 情報公開 公共施設 選挙 喬木村議会 よくある質問 トップ カテゴリ 区分 新着情報 新着情報 2026年07月13日 【世界ご当地キャラグランプリ】ベリー＆ゴーへ投票お願いします！ 2026年07月08日 住民主体による避難所開設・運営に関する実践型研修会の開催について 2026年07月07日 【8/3〆切】令和8年度喬木村盆野球大会開催について（8/14開催） 2026年07月03日 【令和8年度】"美し郷"喬木まつり 花火大会 記念花火のお申込み・ご寄附の募集について 2026年06月23日 令和８年第２回喬木村議会定例会（６月）「一般質問」音声データについて 2026年06月23日 令和８年喬木村議会 第２回定例会（６月）審議結果について 2026年06月
28	豊丘村	(no title)	https://www.vill.nagano-toyooka.lg.jp/	月30日 サマージャンボ宝くじが発売中です 2026年6月10日 「とよおか広報フォトコンテスト2026」を開催します 2026年5月29日 クマの出没にご注意ください 2026年5月22日 （仮称）豊丘村古民家宿「井桁屋」指定管理者の再公募について 2026年4月22日 ハンセン病元患者家族に対する補償金制度 2026年4月3日 豊丘村エアコン設置促進事業補助金について 2026年6月15日 村営住宅 八王子２団地 大柏団地 入居者を募集します 2025年11月10日 県営土地改良事業に係る土地改良事業変更計画概要書の縦覧公告について 2025年3月18日 豊丘中学校グラウンド照明LED化工事を実施しました。 2025年3月11日 豊丘村神稲（林原）宅地分譲の申込受付（先着順）を行います 2024年10月28
28	豊丘村	事業者向け情報	https://www.vill.nagano-toyooka.lg.jp/20jigyousya/index.html	事業者向け情報｜豊丘村ホームページ 南信州 豊丘村 VILL TOYOOKA 文字サイズ 小 中 大 背景色変更 白 黒 青 黄 くらしの情報 観光情報 事業者の方へ 村の施設 村の情報 早引きメニュー 便利メニュー 目的別で探す --> ホーム > 事業者向け情報 --> 事業者の皆さんへ 入札・契約情報 発注情報 入札参加資格申請 入札・契約関係要綱など 入札・契約関係様式集 電子契約 広告・キャラクターロゴマーク 【広報とよおか】に広告を掲載してみませんか 豊丘村キャラクター・ロゴマークの使用について ※上記の項目は関連するページへのリンクとなっております。 こちらのページに戻るには、プラウザの戻るボタンを押してください。 事業者の皆さんへの情報 制度資金 企業誘致 リフォーム助成金 雇用関連 創業支援(
28	豊丘村	(no title)	https://www.vill.nagano-toyooka.lg.jp/index.html	月30日 サマージャンボ宝くじが発売中です 2026年6月10日 「とよおか広報フォトコンテスト2026」を開催します 2026年5月29日 クマの出没にご注意ください 2026年5月22日 （仮称）豊丘村古民家宿「井桁屋」指定管理者の再公募について 2026年4月22日 ハンセン病元患者家族に対する補償金制度 2026年4月3日 豊丘村エアコン設置促進事業補助金について 2026年6月15日 村営住宅 八王子２団地 大柏団地 入居者を募集します 2025年11月10日 県営土地改良事業に係る土地改良事業変更計画概要書の縦覧公告について 2025年3月18日 豊丘中学校グラウンド照明LED化工事を実施しました。 2025年3月11日 豊丘村神稲（林原）宅地分譲の申込受付（先着順）を行います 2024年10月28
28	豊丘村	南信州 豊丘村	https://www.vill.nagano-toyooka.lg.jp/14zeikin/06kokuho/index.html	 背景色変更 白 黒 青 黄 くらしの情報 観光情報 事業者の方へ 村の施設 村の情報 早引きメニュー 便利メニュー 目的別で探す --> ホーム > 税金 > 国民健康保険税 --> 国民健康保険税について 国民健康保険は、加入者が保険税を出し合うことで、病気やケガをしたときの医療費負担を少なくする助け合いの制度です。納めていただいた保険税は、国や県からの補助金と合わせて、病気やケガをした時の医療費や、出産費、葬祭費の給付に当てられます。 目次 国民健康保険税の税率等について ◎以下のリンクより、令和７年度の国民健康保険税の試算ができます。 LoGoフォーム「令和７年度 豊丘村国民健康保険税の試算」（外部サイト） 国民健康保&shy;険税 納入&shy;（更正）通&shy;知書の見方&shy;について 国民健
28	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/pegetop/	ズ 小 中 大 背景色 黒 白 くらしの 情報 文化 ・ 歴史 観光 事業者 向け 村政情報 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ お知らせ・新着 新着一覧 2026.07.14 道路情報 2026.07.13 天空の池（歩きのみ行けます） 2026.07.13 大鹿夏まつり・大煙火大会への出店者募集について（村外事業者・7月13日〆切） 2026.07.13 求人情報 2026.07.02 北条時行供養碑への遊歩道について（クマにご注意ください） 2026.07.02 （長野県）誰もが旅を楽しめる南信州へ！ユニバーサルツーリズム推進に向けた意識調査アンケートを実施します 2026.07.01 大鹿村内のリニア工事・道路状況 2026.06.29 村
28	大鹿村	日曜朝市開催のお知らせ	https://www.vill.ooshika.nagano.jp/nichiyo-asaichi/3398/	日曜朝市開催のお知らせ &#8211; 大鹿村 ようこそ！南アルプスと歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 日曜朝市開催のお知らせ 令和8年度 日曜朝市 開催 ！ 今年も長野県町村会主催の「信州縦断～元気なふるさと収穫祭めぐり～2026」といたしまして６月28日(日)から１１月中旬までの毎週日曜日午前9時～午前１０時頃まで、 塩の里 にて日曜朝市を開催します！ 大鹿村の新鮮でおいしい野菜が並ぶ予定ですのでぜひお越しください！ 開催期間 ６月28日(日) ～１１月中旬までの毎週日曜日 午前９時～午前１０時頃(予定) 場所 塩の里直売所
28	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/site-map/	・防災・防犯・安全 消防・防災 新型コロナウィルス関連情報 子育て・教育 子育て 教育 イベント イベント情報 開催結果 求人情報 大鹿しごとストック しごとストック概要 しごとストック一覧 人権・男女平等 文化・歴史 大鹿歌舞伎 特産品 フォトコンテスト 切り絵ギャラリー 観る・買う・泊まる レジャー施設 自然 泊まる 事業者向け 事業者の方 農業 農業 補助・助成金 林業 林業 補助・助成金 畜産・家畜診療 商業 商業 補助・助成金 入札関係 村政情報 村政情報 大鹿村の紹介 紹介 日本で最も美しい村 情報公開 総務課 産業建設課 住民税務課 保健福祉課 その他 財政 住民参加 村の施設 ふるさと大鹿応援寄附金 大鹿村議会 議会紹介 大鹿村議会だより 広報・広聴 その他広報 広報おおしか リニア中央新幹線情
28	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/akiyabank_user/	番号：0265-39-2001 Fax 番号：0265-39-2269 メール ：ooshika.ijuu@vill.ooshika.lg.jp 移住・定住 空家にしない考え方 移住を検討されている方へ 地域おこし協力隊 空き家バンク制度 交流 土地・住宅 通勤・通学 求人情報 早引きインデックス 子育て・入園・入学 住宅・引っ越し 医療・福祉 介護・高齢 申請・届け出 ごみ・リサイクル ライブカメラ 補助・助成金 観光協会 移住・定住 ふるさと納税 教育委員会 免責事項 プライバシーポリシー サイトマップ リンク集 お問い合わせ 大鹿村役場 〒399-3502 長野県下伊那郡大鹿村大字大河原354 TEL (0265)39-2001 (代) FAX(0265)39-2269 行政関係のお問合せ e-mail:
28	大鹿村	うこそ！南アルプスと歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報	https://www.vill.ooshika.nagano.jp/karamatu_house/	うこそ！南アルプスと歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 大鹿村 ＞ 移住・定住 ＞ 土地・住宅 ＞ 大鹿カラマツの家 大鹿カラマツの家 現在の状況 現在は満室となっております 募集時の提出資料 募集概要（PDF） 申込用紙（PDF） 間取り図（PDF） 入居者の心得（PDF） 大鹿カラマツの家とは 大鹿産カラマツをふんだんに使用した世帯向け村営賃貸住宅です。 従来、カラマツはねじれやヤニを多く含むことから扱いづらいイメージがありましたが、乾燥技術の確立等により、建築用材として安心して使われるようになりました。 大鹿村では村有林のカ
28	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/shinshunouarukurasi/	農業 農業 農業施策等に関する意見書 地域計画について 環境にやさしい農業について 農地等の利用の最適化に関する指針について 農作業標準労賃・機械作業料金等について 農業委員会 農業者年金について 認定農業者について 信州で「農ある暮らし」を始めよう 大鹿村農業経営基盤の強化の促進に関する基本的な構想 長野県主要農作物種子の生産に係る基本要綱の制定について 補助・助成金 林業 畜産・家畜診療 商業 入札関係 早引きインデックス 子育て・入園・入学 住宅・引っ越し 医療・福祉 介護・高齢 申請・届け出 ごみ・リサイクル ライブカメラ 補助・助成金 観光協会 移住・定住 ふるさと納税 教育委員会 免責事項 プライバシーポリシー サイトマップ リンク集 お問い合わせ 大鹿村役場 〒399-3502 長野県下伊那郡大鹿
28	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/muryo-syokugyosyokai/	介所の開設時間 月曜日～金曜日 午前８時３０分～午後５時１５分（役場の開庁時間） （土・日、祝祭日及び年末年始を除く） 求人情報閲覧場所 産業建設課窓口、役場ＨＰでも求人情報をご覧いただけます。 諸注意 ※就職相談にお越しになる際は、担当者不在の場合がありますので、事前にお電話にてお知らせください。なお、相談には、職を探しているご本人がお出かけください。 ※対象外、地域外の求人・求職については、直接ハローワークへお申しください。 （ハローワーク飯田・伊那の求人情報については、下記の関連リンクを参照してください。） 求人・求職の取扱範囲 （対象・地域） 求人 大鹿村及び飯田市、伊那市、駒ヶ根市、下伊那郡、上伊那郡の企業・工場・商店・その他の事業所 事業所登録シート（下記の関連ファイルを参照） 求人申込票（一般）（
28	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/movie_ooshikakabuki/	外部リンク） お問い合わせ 総務課 電話番号：0265-48-6095 Fax 番号：0265-39-2269 メール ：info@vill.ooshika.lg.jp 文化・歴史・観光 大鹿歌舞伎 資料館・博物館 特産品 フォトコンテスト 切り絵ギャラリー 観る・買う・泊まる 早引きインデックス 子育て・入園・入学 住宅・引っ越し 医療・福祉 介護・高齢 申請・届け出 ごみ・リサイクル ライブカメラ 補助・助成金 観光協会 移住・定住 ふるさと納税 教育委員会 免責事項 プライバシーポリシー サイトマップ リンク集 お問い合わせ 大鹿村役場 〒399-3502 長野県下伊那郡大鹿村大字大河原354 TEL (0265)39-2001 (代) FAX(0265)39-2269 行政関係のお問合せ e-mail:
27	泰阜村	泰阜ひとねるピラミッド	https://www.vill.yasuoka.nagano.jp/children/docs/hitoneru-pyramid.html	いていく力を育み自分らしく楽しんで生きられる人へ一歩一歩成長していくことを願っています。 土台をつくる ＜親子が安心して過ごせる環境をつくる＞ 子どもとの暮らしを一緒に楽しみ、困ったときに相談できる仲間とのつながりを育てます。親子が安心して過ごせる環境は、これからの強い味方です。 子育てひろば これから子育てをするご夫婦やご家族、概ね0～3歳児とそのご家族を対象に実施している、親子の交流の場です。専門家がいて相談できる日もあります。好きな時間に来てOKです。お弁当を持ってくる方もいます。 実施日時:毎週火・木・金曜日 9時から14時 実施場所:ふれあいの森図書館（役場内） ◎ わんぱくクラブ 子育てひろばでは、月に1度「わんぱくクラブ」を開催しています。 「わんぱくクラブ」では、季節に合った楽しい活動や行事、子
27	泰阜村	母子の健康	https://www.vill.yasuoka.nagano.jp/children/docs/health.html	提供や養育環境等の把握を行う事業です。 村では生後2ヶ月頃、専門職による訪問を実施しています。 産後間もない時期に助産師に相談したいことがある等、早めの訪問を希望される場合は、お気軽にお問い合わせください。 乳幼児育児相談・健康診査 乳幼児期の発育発達等について専門的な支援、健康診査を行います。 0歳から3歳の健康診査・育児相談について 授乳・育児相談利用料助成事業 1歳6か月までのお子さんをお持ちの母親が、授乳（母乳）や育児不安等を助産院で相談される場合の利用料を補助します。 全員の方に利用券4,000円を発行します。 産後ケア事業 産後12か月未満の方を対象に、専門的な支援を行います。 産後ケア事業の利用料の9割相当額を村が負担します。 泰阜村産後ケア事業について 授乳・離乳食相談 授乳や離乳食に悩む、5～
27	喬木村	(no title)	https://www.vill.takagi.lg.jp/special/sp4_berryGo.html	w.chara-navi.com/view/category/ct259 その他のグッズ（たかぎ農村交流研修センター） ロールケーキ （いちご・ココア） 各1,650円（税込） 販売・お問合せ 喬木村役場 企画財政課 TEL.0265-33-5129 たかぎ農村交流研修センター TEL.0265-33-3999 ベリー&ゴーのコラボグッズを 作りたい企業さん募集中です！ ベリー＆ゴーの商品使用に関するお問合せ 喬木村役場 企画財政課 TEL.0265-33-5129 イラスト・着ぐるみ借受申請について ◆ベリー＆ゴーのイラスト及び着ぐるみの使用を希望する際は必ず規定をご確認の上ご活用ください。 ・ベリー&ゴーのイラストは誰でも使用することができますが、無断での商用利用や営利目的でのご利用はお断りさせて頂いていま
27	喬木村	喬木村の代替地登録制度・申請状況について | 喬木村	https://www.vill.takagi.lg.jp/bunyaLinear_/2022103100034/	喬木村の代替地登録制度・申請状況について | 喬木村 本文へ ふりがなをつける ひらがな Romaji よみあげる 背景色 標準 黄 青 黒 文字サイズ 拡大 標準 縮小 ズーム 120% 100% 80% Foreign Language サイト内検索 アクセシビリティツール グローバルナビ よくある質問 届出・証明・戸籍 税金 動物・ペット 防災・安心安全 ごみ・環境 バス・交通情報 住宅・インフラ 自治会情報 農業・農地 就職・求人 子育て 教育 文化・スポーツ 公民館 こども学遊館 椋鳩十記念館・図書館 保険・年金・介護 福祉 健康・予防 入札・契約 産業・雇用 行政 観光・イベント 広報活動 情報公開 公共施設 選挙 喬木村議会 よくある質問 トップ カテゴリ リニア中央新幹線 代替地登録制度 村内の
27	喬木村	(no title)	https://www.vill.takagi.lg.jp/doc/2016032700045/	用 7,200円 10,800円 12,900円 営 業 用 5,500円 6,900円 8,200円 貨物 自 家 用 4,000円 5,000円 6,000円 営 業 用 3,000円 3,800円 4,500円 三輪 3,100円 3,900円 4,600円 ※電気・天然ガス・メタノール・混合メタノール・ガソリンハイブリッドの軽自動車及びの被けん引車は対象外です。 関連記事 自動車等の登録変更手続きについて ( 2025年04月01日 税務係 ) 軽自動車税の減免について ( 2025年04月01日 税務係 ) 軽自動車の車検時の納税証明書の提示が不要となります ( 2025年04月01日 税務係 ) 原動機付自転車及び小型特殊自動車等の登録・廃車手続きについて ( 2025年06月19日 税務係 ) お
27	豊丘村	補助制度一覧	https://www.vill.nagano-toyooka.lg.jp/26hojo/index.html	補助制度一覧｜豊丘村ホームページ 南信州 豊丘村 VILL TOYOOKA 文字サイズ 小 中 大 背景色変更 白 黒 青 黄 くらしの情報 観光情報 事業者の方へ 村の施設 村の情報 早引きメニュー 便利メニュー 目的別で探す --> ホーム > 補助制度一覧 --> 村補助金一覧 豊丘村民の皆様対象の補助制度（補助金）等一覧 以下のPDFファイルに、豊丘村民の皆様対象の補助制度を一覧で掲載しています。ここには概要のみ掲載していますので、手続きの具体的方法や詳細については、担当課にお問い合わせいただくか、当ホームページの該当ページをご覧ください。 なお、対象が特定の方に限定される補助金については、村から対象者に個別に通知するためここへは掲載してありませんのでご了承ください。 令和８年度 豊丘村補助制度等一覧（
27	豊丘村	福祉医療	https://www.vill.nagano-toyooka.lg.jp/08hoken/03fukushi/index.html	福祉医療｜保険・年金｜豊丘村ホームページ 南信州 豊丘村 VILL TOYOOKA 文字サイズ 小 中 大 背景色変更 白 黒 青 黄 くらしの情報 観光情報 事業者の方へ 村の施設 村の情報 早引きメニュー 便利メニュー 目的別で探す --> ホーム > 保険・年金 > 福祉医療 --> 福祉医療 福祉医療給付金とは 福祉医療の支給対象 福祉医療の支給内容 福祉医療の申請方法 お問い合わせ先 健康福祉課 福祉係 電話：0265-35-9060 電子メール： fukushi@vill.nagano-toyooka.lg.jp ▲このページの先頭へ --> ナビゲーション 国民健康保険 後期高齢者医療制度 福祉医療 介護保険 国民年金 --> 豊丘村役場 〒399-3295 長野県下伊那郡豊丘村大字神稲3120
27	豊丘村	南信州 豊丘村	https://www.vill.nagano-toyooka.lg.jp/09sumai/06bouhantou/index.html	。 「と」をイメージした街路灯と、主要交差点に設置した大型の街路灯があります。 維持管理費・電気料共に村が負担しています。 昼間も消えていない箇所、夜点灯していない箇所がありましたら、街路灯の「場所」と「番号」をお知らせ下さい。 一貫道路街路灯の写真 防犯灯 防犯灯は、村内各地域の生活道路に、各区・各自治会が設置した照明灯です。約４１０基設置されています。（令和３年９月現在） ＬＥＤ灯への改修、ＬＥＤ灯の修理には、村から補助金が出ます。詳しくは、「防犯灯維持補助金」をご覧下さい。 維持管理と電気料の支払いは、設置した各区・各自治会が行っています。 村は、電気料の２／３程度を、維持補助金として各区・各自治会に交付しています。 昼間も消えていない箇所、夜点灯していない箇所については、その地域の自治会長若しくは区長に
27	大鹿村	令和８年度 大鹿村観光施設管理委託 募集について	https://www.vill.ooshika.nagano.jp/%e4%bb%a4%e5%92%8c%ef%bc%98%e5%b9%b4%e5%ba%a6%e3%80%80%e5%a4%a7%e9%b9%bf%e6%9d%91%e8%a6%b3%e5%85%89%e6%96%bd%e8%a8%ad%e7%ae%a1%e7%90%86%e5%a7%94%e8%a8%97%e3%80%80%e5%8b%9f%e9%9b%86%e3%81%ab%e3%81%a4/8568/	令和８年度 大鹿村観光施設管理委託 募集について &#8211; 大鹿村 ようこそ！南アルプスと歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 令和８年度 大鹿村観光施設管理委託 募集について 村では、村内観光施設の草刈業務を行っていただける委託先を募集しています。 １．業務概要 （１）大鹿村内観光施設の草刈り業務 ２．募集条件 （１）普通自動車運転免許を取得している方。 （２）草刈り機を扱える方。 ３． 委託条件等 契約形態 委託契約 契約期間 令和８年６月19日から令和８年10月31日まで 委託日数・時間等 （１）日数 ： 平日を基本とし
27	上松町	上松町	https://www.town.agematsu.nagano.jp/kurashi/sumai_seikatsu/tochi/akiya.html	た空き家情報について、町公式ホームページ（このページ）、長野県が運営する 楽園信州空き家バンク 、（株）LIFULLが運営する 全国版空き家バンク のみに物件情報を掲載しています。 参考： 「楽園信州空き家バンク等への情報掲載について」（93.5kbyte） これらのページから空き家情報を転載・まとめているサイトも確認されていますが、それらのサイトではすでに募集を終了した空き家情報が掲載されている等、情報が最新でない場合があります。上記3つのサイト以外に掲載されている空き家情報については、町にお問い合わせいただいてもお答えできませんのでご注意ください。 なお、楽園信州空き家バンクに登録されている物件でも、民間事業者が情報掲載しているものについては町では把握しておりませんのでご了承ください。 所有している空き家で
26	泰阜村	戸籍	https://www.vill.yasuoka.nagano.jp/docs/271170.html	ビ &rsaquo; 戸籍・住民票 &rsaquo; 戸籍 戸籍 戸籍関係証明書の請求について 泰阜村に本籍がある方の親族・身分証明を証明します。 個人のプライバシーを保護するため、請求する方の本籍・住所・氏名等が正確でない場合や、第三者からの請求で正当な理由が明らかでない場合には、必要な説明を求めたり、追加の資料を求めることがありますのでご了承ください。 申請場所 役場住民福祉課住民係および温田郵便局 手数料 ●現在戸籍の謄本・抄本 各1通 450円 ●除籍・改製原戸籍の謄本・抄本 各1通 750円 ●戸籍記載事項証明書 1通 350円 ●受理証明書 1通 350円 ●戸籍の附票 1通 300円 ●身分証明書 1通 300円 請求できる方・請求に必要なもの ⑴戸籍に記載されている本人、又はその配偶者（夫又は妻
26	喬木村	(no title)	https://www.vill.takagi.lg.jp/doc/2023042600258/	農地 就職・求人 子育て 教育 文化・スポーツ 公民館 こども学遊館 椋鳩十記念館・図書館 保険・年金・介護 福祉 健康・予防 入札・契約 産業・雇用 行政 観光・イベント 広報活動 情報公開 公共施設 選挙 喬木村議会 よくある質問 トップ カテゴリ 分野 保険・年金・介護 トップ カテゴリ 分野 保険・年金・介護 後期高齢者医療 トップ カテゴリ 目的 申請・届出 トップ カテゴリ ライフシーン 福祉・介護 トップ 組織 保健福祉課 健康保険係 後期高齢者医療保険の給付などについて ページの内容を印刷 公開日 2026年03月05日 特定疾病療養受給者証 厚生労働大臣が指定する次の特定疾病の同一月の同一医療機関の自己負担限度額は、入院・外来それぞれ10,000円までとなります。お手続きの際は以下をご持参して
26	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/contact/	(任意) 電話番号 (任意) メッセージ本文 (必須) 村政情報 大鹿村の紹介 紹介 村長あいさつ 役場各課連絡先 お問い合わせ 位置及び地勢 大鹿村の沿革 日本で最も美しい村 情報公開 財政 住民参加 村の施設 ふるさと大鹿応援寄附金 大鹿村議会 広報・広聴 リニア情報 選挙 早引きインデックス 子育て・入園・入学 住宅・引っ越し 医療・福祉 介護・高齢 申請・届け出 ごみ・リサイクル ライブカメラ 補助・助成金 観光協会 移住・定住 ふるさと納税 教育委員会 免責事項 プライバシーポリシー サイトマップ リンク集 お問い合わせ 大鹿村役場 〒399-3502 長野県下伊那郡大鹿村大字大河原354 TEL (0265)39-2001 (代) FAX(0265)39-2269 行政関係のお問合せ e-mail:
26	大鹿村	村政情報	https://www.vill.ooshika.nagano.jp/%e6%9d%91%e7%a8%8e%ef%bc%88%e5%85%a5%e6%b9%af%e7%a8%8e%ef%bc%89%e3%81%ae%e8%aa%b2%e7%a8%8e%e4%ba%8b%e5%8b%99%e3%81%ab%e9%96%a2%e3%81%99%e3%82%8b%e7%b5%8c%e7%b7%af%e3%81%a8%e3%81%8a%e8%a9%ab%e3%81%b3/	村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 大鹿村 ＞ 村政情報 ＞ 情報公開 ＞ 総務課 ＞ 村税（入湯税）の課税事務に関する経緯とお詫びについて 村税（入湯税）の課税事務に関する経緯とお詫びについて このたび、村税である入湯税の納入実績につきまして、令和 7 年 12 月の村議会定例会において、議員より「入湯税の令和 6 年度の収入金額と過去の申告額が同額になっている。この経緯について調べるべきではないか」との一般質問をいただきました。 本件に関するこれまでの経過及び概要を、別添のとおりご報告いたします。 別添（PDF） お問い合わせ 総務課 行政係 電話番号：0265-39-2001（内線：223）
26	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/nihonde-mottomo-utukushiimura/	Fax 番号：0265-39-2269 メール ：ki-zaisei@vill.ooshika.lg.jp 村政情報 大鹿村の紹介 紹介 日本で最も美しい村 日本で最も美しい村 情報公開 財政 住民参加 村の施設 ふるさと大鹿応援寄附金 大鹿村議会 広報・広聴 リニア情報 選挙 早引きインデックス 子育て・入園・入学 住宅・引っ越し 医療・福祉 介護・高齢 申請・届け出 ごみ・リサイクル ライブカメラ 補助・助成金 観光協会 移住・定住 ふるさと納税 教育委員会 免責事項 プライバシーポリシー サイトマップ リンク集 お問い合わせ 大鹿村役場 〒399-3502 長野県下伊那郡大鹿村大字大河原354 TEL (0265)39-2001 (代) FAX(0265)39-2269 行政関係のお問合せ e-mail:
26	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/shigoto_stock_index/	 税金 保険・年金 医療 介護 福祉 道路・交通 ごみ・環境衛生 上下水道 土地・住宅 消防・防災・防犯・安全 子育て・教育 社会教育 イベント 求人情報 大鹿しごとストック しごとストック概要 大鹿しごとストック 大鹿しごとストックのルール しごとストック一覧 人権・男女平等 早引きインデックス 子育て・入園・入学 住宅・引っ越し 医療・福祉 介護・高齢 申請・届け出 ごみ・リサイクル ライブカメラ 補助・助成金 観光協会 移住・定住 ふるさと納税 教育委員会 免責事項 プライバシーポリシー サイトマップ リンク集 お問い合わせ 大鹿村役場 〒399-3502 長野県下伊那郡大鹿村大字大河原354 TEL (0265)39-2001 (代) FAX(0265)39-2269 行政関係のお問合せ e-mail:
26	大鹿村	ようこそ！南アルプスと歌舞伎の里 大鹿村へ	https://www.vill.ooshika.nagano.jp/hazard_map-2/	 ごみ・環境衛生 上下水道 土地・住宅 消防・防災・防犯・安全 消防・防災 大鹿村地域防災計画 大鹿村ハザードマップ（災害時の心がけ） 災害時における相互協力に関する協定 新型コロナウィルス関連情報 子育て・教育 社会教育 イベント 求人情報 大鹿しごとストック 人権・男女平等 早引きインデックス 子育て・入園・入学 住宅・引っ越し 医療・福祉 介護・高齢 申請・届け出 ごみ・リサイクル ライブカメラ 補助・助成金 観光協会 移住・定住 ふるさと納税 教育委員会 免責事項 プライバシーポリシー サイトマップ リンク集 お問い合わせ 大鹿村役場 〒399-3502 長野県下伊那郡大鹿村大字大河原354 TEL (0265)39-2001 (代) FAX(0265)39-2269 行政関係のお問合せ e-mail:
26	大鹿村	と歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報	https://www.vill.ooshika.nagano.jp/soncho-aisatu/	と歌舞伎の里 大鹿村へ くらしの 情報 文化・歴史 観光 事業者 向け 村政情報 文字サイズ 小 中 大 背景色 黒 白 MENU 早引きインデックス くらしと手続き 文化・歴史・観光 事業者向け 村政情報 お問い合わせ 大鹿村 ＞ 村政情報 ＞ 大鹿村の紹介 ＞ 紹介 ＞ 村長あいさつ 村長あいさつ 大鹿村ホームページをご覧いただきありがとうございます。 令和６年は１月１日元旦に発生した能登半島地震により衝撃的な年の初めとなりました。震度７という非常に激しい揺れのために多数の家屋が倒壊し、災害関連死と併せて２４０人以上という多くの皆さんが犠牲となってしまいました。お亡くなりになられました方々に対しまして、謹んで哀悼の念を表しますとともに、今なお避難生活をつづけながら再建・復興に向け頑張っておられる被災者の皆様
