municipality,rescore,title,h1,url,hasAmount,hasTarget,hasDeadline,strongHit,snippet
"亀山市","24","生ごみ処理容器購入費補助金","ホーム","https://www.city.kameyama.mie.jp/docs/2014112304930/namagomi_hozyo.html","true","true","true","補助金","ホーム カテゴリ 分野 くらしの情報 住まい・ごみ・道路・上下水道・ペット ごみ・リサイクル リサイクル・減量 ホーム カテゴリ 組織 産業環境部 環境課 廃棄物対策グループ ホーム カテゴリ ライフシーン しごと・住まい 引っ越し・住居 ごみ・し尿処理・生活環境 ホーム 組織 産業環境部 環境課 廃棄物対策グループ 生ごみ処理容器購入費補助金 ツイート シェア このページを印刷する 公開日 2025年04月01日 更新日 2026年07月10日 本補助金の交付を受けるにあた"
"亀山市","24","亀山市骨髄移植ドナー支援事業助成金","ホーム","https://www.city.kameyama.mie.jp/docs/2024041700031/","true","true","true","助成金","ホーム カテゴリ 分野 くらしの情報 健康・医療・福祉 健康 医療・保健衛生 ホーム カテゴリ 組織 健康福祉部 健康推進課 健康増進グループ ホーム カテゴリ ライフシーン 健康・医療 医療 ホーム 組織 健康福祉部 健康推進課 健康増進グループ 亀山市骨髄移植ドナー支援事業助成金 ツイート シェア このページを印刷する 公開日 2024年04月26日 更新日 2026年04月21日 市では、骨髄移植を必要とする人を1人でも多く守るため、日本骨髄バンクにドナー登録し、骨髄や"
"亀山市","24","亀山市がん患者医療用ウィッグ等購入費支援事業助成金","ホーム","https://www.city.kameyama.mie.jp/docs/2024041700017/","true","true","true","助成金","ホーム カテゴリ 分野 くらしの情報 健康・医療・福祉 健康 医療・保健衛生 ホーム カテゴリ 組織 健康福祉部 健康推進課 健康増進グループ ホーム カテゴリ ライフシーン 健康・医療 医療 ホーム 組織 健康福祉部 健康推進課 健康増進グループ 亀山市がん患者医療用ウィッグ等購入費支援事業助成金 ツイート シェア このページを印刷する 公開日 2024年04月25日 更新日 2026年04月21日 がんの治療を受けている人が、治療を受けている間も自分らしく生活ができるよう"
"亀山市","24","亀山市介護職員初任者研修費等助成金","ホーム","https://www.city.kameyama.mie.jp/docs/2025031900028/","true","true","true","助成金","ホーム カテゴリ 分野 市政情報 申請書ダウンロード 健康・福祉 ホーム カテゴリ 分野 くらしの情報 健康・医療・福祉 介護 ホーム カテゴリ 組織 健康福祉部 健康推進課 地域包括連携グループ ホーム カテゴリ ライフシーン 高齢者・障がい者福祉 高齢者福祉 助成 ホーム 組織 健康福祉部 健康推進課 地域包括連携グループ 亀山市介護職員初任者研修費等助成金 ツイート シェア このページを印刷する 公開日 2025年03月28日 更新日 2026年04月23日 介護に従事"
"亀山市","24","防犯灯施設設置費等補助金","ホーム","https://www.city.kameyama.mie.jp/docs/2019032600094/","true","true","true","補助金","ホーム カテゴリ 分野 防災・安全情報 防犯・子どもの安全 ホーム カテゴリ 分野 市政情報 申請書ダウンロード 防災・防犯・市民協働 防災・防犯 ホーム カテゴリ 組織 防災安全課 防災安全グループ ホーム 組織 防災安全課 防災安全グループ 防犯灯施設設置費等補助金 ツイート シェア このページを印刷する 公開日 2025年04月01日 更新日 2026年04月09日 防犯灯施設設置費等補助金について 補助の目的 自治会が防犯灯施設を設置等する場合にかかる経費に対し、補助"
"亀山市","24","犬猫の避妊等手術費助成金交付について","ホーム","https://www.city.kameyama.mie.jp/docs/2014121800324/inuneko_jyosei.html","true","true","true","助成金","ホーム カテゴリ 分野 くらしの情報 住まい・ごみ・道路・上下水道・ペット ペット ホーム カテゴリ トップページ掲載 新着情報 ホーム 組織 産業環境部 環境課 環境創造グループ 犬猫の避妊等手術費助成金交付について ツイート シェア このページを印刷する 公開日 2025年11月28日 更新日 2026年04月01日 市では、望まない繁殖による不幸な子犬や子猫を出さないため、また周囲に対する危害や迷惑を防止するため、犬・猫の避妊・去勢手術費用の一部を助成しています。 1．"
"亀山市","24","亀山市全国大会出場旅費補助金について","ホーム","https://www.city.kameyama.mie.jp/docs/2014112302943/h23_zennkoku_ryohi_hojo.html","true","true","true","補助金","ホーム カテゴリ 分野 くらしの情報 文化・スポーツ スポーツ ホーム カテゴリ 組織 教育委員会事務局 生涯学習課 社会教育・スポーツグループ ホーム 組織 教育委員会事務局 生涯学習課 社会教育・スポーツグループ 亀山市全国大会出場旅費補助金について ツイート シェア このページを印刷する 公開日 2014年11月23日 更新日 2026年06月29日 亀山市では、スポーツの全国大会に出場する小中学生の旅費の補助をしています。 亀山市全国大会出場旅費補助金 支給対象 市内"
"亀山市","24","自治会に対する一般廃棄物集積施設設置費等補助金","ホーム","https://www.city.kameyama.mie.jp/docs/2014112304978/shuusekishohojokin.html","true","true","true","補助金","ホーム カテゴリ 分野 くらしの情報 地域づくり・市民協働 地域づくり・自治会 自治会 ホーム カテゴリ 組織 産業環境部 環境課 廃棄物対策グループ ホーム 組織 産業環境部 環境課 廃棄物対策グループ 自治会に対する一般廃棄物集積施設設置費等補助金 ツイート シェア このページを印刷する 公開日 2014年11月23日 更新日 2023年08月17日 自治会が一般廃棄物集積施設（以下「ごみ集積施設」という）を設置（既設のごみ集積施設の改修・増設・移設を含む（以下「改修等」"
"亀山市","24","【入札結果】入札公告（令和5年2月6日）亀山市市有財産貸付け（自動販売機の設置）募集","ホーム","https://www.city.kameyama.mie.jp/shisei/2023020200029/","true","true","true","貸付","ホーム カテゴリ 分野 事業者向け情報 入札・契約 入札結果 ホーム カテゴリ 組織 総務財政部 財務課 契約管財グループ ホーム 組織 総務財政部 財務課 契約管財グループ 【入札結果】入札公告（令和5年2月6日）亀山市市有財産貸付け（自動販売機の設置）募集 ツイート シェア このページを印刷する 公開日 2023年02月06日 入札結果 亀山市市有財産貸付け（自動販売機の設置）募集について、入札の結果は次のとおりでした。 落札金額：624,000円(1年間分の貸付料 税抜"
"亀山市","24","有害獣被害防止対策事業費補助金","ホーム","https://www.city.kameyama.mie.jp/docs/2022061000087/possible.html","true","true","true","補助金","ホーム カテゴリ 分野 事業者向け情報 農林業 農業振興・経営支援 ホーム カテゴリ 組織 産業環境部 環境課 生物多様性・獣害対策グループ ホーム 組織 産業環境部 環境課 生物多様性・獣害対策グループ 有害獣被害防止対策事業費補助金 ツイート シェア このページを印刷する 公開日 2026年02月28日 更新日 2026年04月09日 有害獣被害防止対策事業費補助金 有害鳥獣等による農林作物への被害を防止するための防護柵の設置に要する経費を補助します。 ※令和8年度から有"
"亀山市","24","移住・就業マッチング支援事業（移住支援金）","ホーム","https://www.city.kameyama.mie.jp/docs/2020030500026/","true","true","true","支援金","ホーム カテゴリ 分野 移住・定住 移住支援 ホーム カテゴリ 組織 政策部 政策推進課 政策調整グループ ホーム 組織 政策部 政策推進課 政策調整グループ 移住・就業マッチング支援事業（移住支援金） ツイート シェア このページを印刷する 公開日 2020年04月01日 更新日 2026年04月27日 亀山市への移住・定住の促進および中小企業等における人手不足の解消のため、東京圏から亀山市へ移住・定住し、都道府県が移住支援金の対象として開設しているマッチングサイト掲載企業"
"名張市","24","地域づくり","地域づくり","https://www.city.nabari.lg.jp/020/070/050/","true","true","true","補助金","地域づくり ゆめづくり地域予算制度 地域SOSシステム 地域ビジョン 各地域づくり組織・市民センター Facebookページ ゆめづくり協働事業について 認可地縁団体 持続可能な地域づくりのための『なばり まちブック』 コミュニティ助成（宝くじ助成）について 令和7年度 集会所等の新設等および修繕に対する補助金 区長・自治会長(基礎的コミュニティ代表者)のみなさまへ"
"名張市","24","経済的支援","経済的支援","https://www.city.nabari.lg.jp/050/040/040/030/","true","true","false","貸付|免除","経済的支援 運転免許取得費の助成 公共料金の割引 自動車改造費の助成 所得税・市民税等の控除 駐車禁止除外指定車標章の交付 自動車税・取得税の免除 有料道路における障害者割引制度 生活福祉資金の貸付 公共交通機関の運賃割引 精神保健福祉手帳の旅客運賃の割引について タクシー料金・自動車燃料費の助成"
"名張市","24","名張市生活応援給付金について","名張市生活応援給付金について","https://www.city.nabari.lg.jp/s009/110/090/20250619150738.html","true","true","true","給付金","名張市生活応援給付金について 更新日：2026年2月19日 エネルギー・食料品価格等の物価高騰の影響を受けた生活者の支援を目的に、全市民を対象に、名張市生活応援給付金として1人あたり5,000円を支給します。あわせて、物価高騰の影響を特に受けていると考えられる低所得世帯には1世帯あたり5,000円を加算します。 支給対象者 ・令和8年1月1日時点において名張市の住民基本台帳に登録されている人 支給額 支給対象者1人あたり5,000円を世帯主へ給付します。 また、加算として次の"
"名張市","24","児童手当の手続","児童手当","https://www.city.nabari.lg.jp/s026/040/060/030/201502052410.html","true","true","true","手当","児童手当 更新日：2026年5月26日 児童手当の趣旨 「児童手当」は、次代の社会を担う子どもの健やかな育ちを社会全体で応援するという趣旨のもと子どもを養育しているかたに支給するものです。 支給対象者・支給対象となる子ども 支給対象者 高校生年代（18歳年度末）までの子どもを養育している主たる生計者 ＜注意＞ ・父母が住民票上別居しており、離婚協議中で、なおかつ離婚調停等の一定の用件を満たしている場合に限り、児童と同居しているかたを優先に支給します。 ・単身赴任の時は、子ども"
"名張市","24","【事業者向け】令和8年度エネルギー価格等高騰対応 省エネ推進・生産性向上・業態転換支援補助金のご案内（国の重点支援地方交付金活用事業）","【事業者向け】令和8年度エネルギー価格等高騰対応 省エネ推進・生産性向上・業態転換支援補助金のご案内（国の重点支援地方交付金活用事業）","https://www.city.nabari.lg.jp/s037/100/010/20260327150106.html","true","true","true","補助金","【事業者向け】令和8年度エネルギー価格等高騰対応 省エネ推進・生産性向上・業態転換支援補助金のご案内（国の重点支援地方交付金活用事業） 更新日：2026年4月1日 【事業者向け】令和8年度エネルギー価格等高騰対応 省エネ推進・生産性向上・業態転換支援補助金について（国の重点支援地方交付金活用事業） 公募要領、申請方法等の詳細が【 名張商工会議所ホームページ 】で公開されましたのでご確認ください。 ※先着順ではありません 補助上限額、補助率 補助金額：10万円（下限）～50万円"
"名張市","24","名張市奨学金受給者の募集について","名張市奨学金受給者の募集について","https://www.city.nabari.lg.jp/s057/010/030/130/20190327181257.html","true","true","true","奨学金","名張市奨学金受給者の募集について 更新日：2026年04年01日 名張市では、勉学の意欲がありながら、経済的な理由により修学困難な高校生等を対象とした奨学金制度を設けています。 支給奨学金の募集について 1．採用人員 高等学校等に在学する方・・・定員なし（高等学校・高等専門学校（1から3年）・中等教育学校（後期課程）・特別支援学校（高等部））※大学等に在学する方は対象外です。 2．応募資格 出願時に高等学校等、上記記載の学校に在学している方で、次の条件に該当する方 名張市に住"
"名張市","24","物価高騰対応重点支援給付金(3万円)とこども加算(2万円)について ※受付は終了しました。","物価高騰対応重点支援給付金(3万円)とこども加算(2万円)について ※受付は終了しました。","https://www.city.nabari.lg.jp/s025/090/070/20240213104008.html","true","true","true","給付金","物価高騰対応重点支援給付金(3万円)とこども加算(2万円)について ※受付は終了しました。 更新日：2025年5月1日 令和6年11月22日、国において「国民の安心・安全と持続的な成長に向けた総合経済対策」が閣議決定され、物価高騰等に直面する低所得世帯への支援が盛り込まれました。 これを受けて本市では、国の物価高騰対応重点支援地方創生臨時交付金を活用し、住民税均等割が非課税の世帯に対し、1世帯あたり3万円を支給します。 【住民税非課税世帯に対する物価高騰対応重点支援給付金】 "
"名張市","24","名張市太陽光発電設備等設置費補助金（個人向け）について","名張市太陽光発電設備等設置費補助金（個人向け）について","https://www.city.nabari.lg.jp/s020/030/050/030050020/20240417153456.html","true","true","true","補助金","名張市太陽光発電設備等設置費補助金（個人向け）について 更新日：2026年7月13日 令和8年度「名張市太陽光発電設備等設置費補助金（個人向け）」について 令和8年度「名張市太陽光発電設備等設置費補助金（個人向け）」の受付を開始します。 受付期間：令和8年6月1日（月曜日）から令和8年11月30日（月曜日） （※先着順） ※下記添付ファイルの ・名張市太陽光発電設備等設置費補助金交付申請書（様式第1号） ・誓約書（様式第2号） ・名張市太陽光発電設備等設置費補助金自家消費割合"
"名張市","24","電力・ガス・食料品等価格高騰重点支援給付金（追加分）について ※申請受付は終了しました。","電力・ガス・食料品等価格高騰重点支援給付金（追加分）について ※申請受付は終了しました。","https://www.city.nabari.lg.jp/s025/090/070/20221012132959.html","true","true","true","給付金","電力・ガス・食料品等価格高騰重点支援給付金（追加分）について ※申請受付は終了しました。 更新日：2024年3月29日 電力・ガス・食料品などの価格高騰による負担増を踏まえ、特に家計への影響が大きい低所得世帯に対し、価格高騰重点支援給付金(追加分)を給付します。 ※本給付金は、「物価高騰対策給付金に係る差押禁止等に関する法律(令和五年法律第八十一号)」により、所得税等の課税及び差押の対象となりません。 1．対象世帯 住民税非課税世帯等 基準日(令和5年12月1日)において名張"
"名張市","24","産前産後期間の国民健康保険税の免除について","産前産後期間の国民健康保険税の免除について","https://www.city.nabari.lg.jp/s018/201502052697.html","true","true","true","免除","産前産後期間の国民健康保険税の免除について 更新日：2023年12月20日 子育て世代の負担軽減および次世代育成支援等の観点から、令和5年11月1日以降に出産予定の国民健康保険被保険者の方の 国民健康保険税を免除します。なお、免除の対象期間は令和6年1月以降となります。 対象となる方 令和5年11月1日以降に出産予定の国民健康保険被保険者の方 ●妊娠85日（4か月）以上の出産が対象です。 ●妊娠85日（4か月）であれば、死産、流産、早産、人工妊娠中絶の場合も対象となります。 "
"名張市","24","電力・ガス・食料品等価格高騰重点支援給付金について","電力・ガス・食料品等価格高騰重点支援給付金について ※申請受付は終了しました。","https://www.city.nabari.lg.jp/s025/090/20230628090623.html","true","true","true","給付金","電力・ガス・食料品等価格高騰重点支援給付金について ※申請受付は終了しました。 更新日：2023年11月15日 電力・ガス・食料品などの価格高騰による負担増を踏まえ、特に家計への影響が大きい低所得世帯に対し、価格高騰重点支援給付金を給付します。 ※本給付金は、「令和5年3月予備費使用に係る低所得者世帯給付金に係る差押禁止等に関する法律」により、所得税等の課税及び差押の対象となりません。 1．対象世帯 住民税非課税世帯等 基準日(令和5年6月1日)において名張市に住民登録があり"
"名張市","24","名張市医療機関・薬局等物価高騰対策支援金について","名張市医療機関・薬局等物価高騰対策支援金について","https://www.city.nabari.lg.jp/s074/090/030/20230309211636.html","true","true","true","支援金","名張市医療機関・薬局等物価高騰対策支援金について 更新日：2023年3月10日 名張市医療機関・薬局等物価高騰対策支援金について 燃料価格及び食材費、電気代、ガス代を含む物価高騰の影響を受けている医療機関・薬局等の負担を軽減し、地域の安定的かつ継続的な医療の提供に資するため、医療機関・薬局等物価高騰対策支援金を交付します。 1．申請書類 （1）名張市医療機関・薬局等物価高騰対策支援金交付申請書 （2）名張市医療機関・薬局等物価高騰対策支援金請求書 （3）その他添付書類 1.三"
"名張市","24","介護保険サービス事業所等物価高騰対応支援金について","介護保険サービス事業所等物価高騰対応支援金について","https://www.city.nabari.lg.jp/s029/090/020/0011/0008/20230306122241.html","true","true","true","支援金","介護保険サービス事業所等物価高騰対応支援金について 更新日：2026年2月27日 名張市介護保険サービス事業所等物価高騰対応支援金について 燃料価格及び食材費、電気代、ガス代を含む物価高騰の影響を受けている介護保険サービス事業所・施設及び高齢者施設の事業者の負担を軽減し、これをもって高齢者への安定的かつ継続的なサービスの提供等に資することを目的として、介護保険サービス事業所等物価高騰対策支援金を交付します。 1．申請書類： （1）名張市介護保険サービス事業所等物価高騰対応支援"
"名張市","24","児童扶養手当と障害年金の併給調整の見直しについて","児童扶養手当と障害年金の併給調整の見直しについて","https://www.city.nabari.lg.jp/s026/040/060/20210113162220.html","true","true","true","手当","児童扶養手当と障害年金の併給調整の見直しについて 更新日：2021年1月18日 児童扶養手当と調整する障害基礎年金等の範囲が変わります 児童扶養手当法の一部改正により、令和3年3月分（令和3年5月支払）から障害年金を受給している方の児童扶養手当の算出方法が変わります。今回の改正により、「児童扶養手当」の額が「障害年金」の子の加算部分の額を上回る場合、その差額を「児童扶養手当」として受給することができるようになります。 ※障害年金以外の公的年金等（遺族年金、老齢年金、労災年金、"
"名張市","24","国民健康保険傷病手当金（新型コロナウイルス感染症関連）","新型コロナウイルス感染症に関する傷病手当金","https://www.city.nabari.lg.jp/s018/090/010/050/200/20200428104157.html","true","true","true","手当","新型コロナウイルス感染症に関する傷病手当金 更新日：2023年3月19日 国民健康保険傷病手当金（新型コロナウイルス感染症関連） 新型コロナウイルス感染症に感染した場合または発熱等の症状があり感染が疑われた場合に療養し、その療養のため労務に服することができなかった期間（一定の要件を満たした場合に限る）に対して、傷病手当金を支給します。 なお、支給を受けるには別途申請が必要ですので、支給要件や方法など、事前にお尋ねください。 また、新型コロナウイルス感染拡大防止のため、郵送での"
"名張市","24","応急手当感謝カードの配布について","応急手当感謝カードの配布について","https://www.city.nabari.lg.jp/s070/020/010/150/20191205141834.html","true","true","true","手当","応急手当感謝カードの配布について 更新日：2025年6月6日 名張市消防本部では、救急隊が到着するまでの間に、救急現場に居合わせた人による応急手当の実施が、傷病者の救命率の向上や後遺症の軽減に繋がることから、一人でも多くの人に応急手当を実施していただく体制づくりのひとつとして、心肺蘇生法等の応急手当を実施した人の勇気ある行動と善意に感謝の気持ちを伝えるために、応急手当感謝カードを令和2年1月1日から配布しています。また、応急手当の実施に伴う心理的、身体的な不安の軽減を図るため"
"名張市","24","軽自動車税の減免（車両の構造による減免、その他の減免）について","軽自動車税の減免（車両の構造による減免、その他の減免）について","https://www.city.nabari.lg.jp/s015/030/100/010/040/20180501153556.html","true","true","true","減免","軽自動車税の減免（車両の構造による減免、その他の減免）について 更新日：2026年4月21日 身体障害者が利用するための構造になっている軽自動車に対する減免 車検証の形状欄に「車いす移動車」と記載されている軽自動車など、身体に障害のあるかたが専用に利用する構造になった軽自動車は、軽自動車税が減免されます。納税通知書が届いてから5月31日までに減免申請をしてください。減免申請に必要なものは、次のとおりです。 『軽自動車税減免申請書（構造減免）』 車検証（コピー） 軽自動車税納税"
"名張市","24","災害援護資金貸付","災害援護資金貸付","https://www.city.nabari.lg.jp/s025/090/100/040/201502052217.html","true","true","true","貸付","災害援護資金貸付 更新日：2015年3月20日 台風や地震などの自然災害（災害救助法が適用されるもの）により負傷または住居、家財に被害を受けた被災世帯に対し、生活の立て直しに必要な資金の貸付をしています。 災害援護資金貸付 対象災害 県内で災害救助法が適用された市町村が1以上ある自然災害 受給者 災害により負傷または住居、家財に被害を受けた者 貸付限度額 350万円（被害状況による貸付設定） 所得制限 市民税における前年の総所得金額により判定 利率 年3％（据置期間中は無利子"
"名張市","24","軽自動車税(種別割)の減免（障害のある方が所有する車両）について","軽自動車税(種別割)の減免（障害のある方が所有する車両）について","https://www.city.nabari.lg.jp/s015/030/100/010/040/201502052462.html","true","true","true","減免","軽自動車税(種別割)の減免（障害のある方が所有する車両）について 更新日：2024年5月14日 次のいずれかに該当する軽自動車等については、障害の等級、運転者の用件等の諸条件に該当する場合、申請により軽自動車税種別割が減免されます。 ○身体等に障害のある方が所有する軽自動車等（本人が運転しない場合は、運転する方及び使用目的・使用頻度について、一定の条件に該当する場合に限る） ○障害のある方が「18才未満である」または「療育手帳の交付を受けている」または「精神障碍者保健福祉手帳"
"名張市","24","補助金等を上手に活用！太陽光発電設備を導入しませんか？","補助金等を上手に活用！太陽光発電設備を導入しませんか？","https://www.city.nabari.lg.jp/s020/030/050/030050020/tiyoukou.html","true","true","true","補助金","補助金等を上手に活用！太陽光発電設備を導入しませんか？ 更新日：令和8年6月1日 地球環境だけでなく、家計にもやさしい電気として、ご自宅に太陽光発電設備を設置される方が増えています！ しかし、導入時にはまとまった設備費用が必要となることから、悩んでおられる方もおられるのでは…？ 設置をお考えの方への支援として、市等から補助金等を受けられる場合があります。 補助金の種類はいくつかありますが、各補助金がどんな方にオススメなのか 代表的なものをご紹介しますので、 ぜひこの機会に補助"
"名張市","24","水洗化補助金と融資利子助成制度","水洗化補助金と融資利子助成制度","https://www.city.nabari.lg.jp/s047/030/010/040/080/201502052803.html","true","true","true","補助金","水洗化補助金と融資利子助成制度 更新日：2024年3月14日 1．水洗便所等改造補助金 公共下水道処理区域内、農業集落排水事業区域内および浄化槽設置区域内でくみ取り便所を水洗化する世帯や排水設備の設置または改造しようとする世帯を対象に、その費用の一部を市が補助する制度です。 補助対象者は次の世帯です。 生活保護世帯 生活扶助を受けている世帯 高齢者世帯 世帯の構成者が満65歳以上の方だけの世帯 一人親世帯 子どもが18歳未満の母子、父子世帯 障害者世帯 障害者手帳の保持者が属"
"名張市","24","令和7年度 集会所等の新設等および修繕に対する補助金","令和7年度 集会所等の新設等および修繕に対する補助金","https://www.city.nabari.lg.jp/s012/010/070/015/290/201502053510.html","true","true","true","補助金","令和7年度 集会所等の新設等および修繕に対する補助金 更新日：2025年10月6日 ※集会所等の新設等および修繕に対する補助金制度は現在休止中でございます。 1．集会所等の新設等および修繕に対する補助金とは 福祉の向上並びに自治振興に寄与するため、各地域における集会所等住民共通の施設の建設や修繕に要する経費の一部を補助するものです。 2．補助対象・補助額 新設等：施設の新築、増築、改築、移転又は購入による取得をすることをいう。（※） 修 繕：施設の改修及び補修工事で、事業費が"
"名張市","24","物価高対応子育て応援手当について","物価高対応子育て応援手当支給のご案内","https://www.city.nabari.lg.jp/s026/040/060/20260105132020.html","true","true","true","手当","物価高対応子育て応援手当支給のご案内 更新日：令和8年1月9日 令和7年11月21日に閣議決定された「「強い経済」を実現する総合経済対策」において、0歳から高校生年代までのこども（平成19年4月2日から令和8年3月31日までに生まれたこども）を養育する保護者に対し、こども1人あたり2万円の「物価高対応子育て応援手当」を支給することが決定されました。 所得制限はありません。 児童手当の振込とは別に支給します。 名張市の支給開始 は 令和8年2月上旬を予定 しています。 対象児童"
"名張市","24","妊婦支援給付金について","妊婦支援給付金について","https://www.city.nabari.lg.jp/s033/040/100/170/20250305132318.html","true","true","true","給付金","妊婦支援給付金について 更新日：2026年4月21日 名張市では、妊娠期から出産・子育て期まで一貫して妊婦に寄り添い、安心して出産・子育てができるよう身体的・精神的ケア及び経済的支援を実施しています。 制度の流れ 妊娠届出時 妊娠の届出時に、保健師や助産師との面談とアンケートを行い、妊婦給付認定の申請と妊婦支援給付金（1回目）のご案内をします。申請後、1回目の給付金（5万円）が支給されます。 妊娠8か月頃 妊娠中の困り事や心配事がないか妊娠8か月アンケートを送付しますのでご回"
"名張市","24","名張市子ども食堂物価高騰対策補助金交付について","名張市子ども食堂物価高騰対策補助金交付について","https://www.city.nabari.lg.jp/s026/040/070/kodomosyokudou.html","true","true","true","補助金","名張市子ども食堂物価高騰対策補助金交付について 更新日：2026年4月16日 エネルギー価格や食料品価格の高騰など物価高騰により厳しい状況にあるお子ども食堂について、提供する食事の質の低下及び量の減少をさせることなく、継続的に提供することができるよう名張市子ども食堂物価高騰等対策補助金を交付します。 対象団体 子ども食堂（なばりこども地域食堂ネットワーク連絡会に登録し、本市の区域内において継続的に子ども及び同伴者を対象に無償又は実費相当額程度の料金で食事の提供をする団体をいう"
"名張市","24","特別児童扶養手当","特別児童扶養手当","https://www.city.nabari.lg.jp/s026/040/060/010/201502052408.html","true","true","true","手当","特別児童扶養手当 更新日：2025年2月3日 特別児童扶養手当の目的 身体や精神に障がいのある20歳未満の児童の福祉の増進を図ることを目的に給付されます。 対象者 身体や精神に別に定める基準（詳細は下記の特別児童扶養手当別表）に該当する程度の障がいのある児童を監督・保護している父もしくは母、または父母にかわって児童を養育している方。なお請求者、請求者の配偶者、または扶養義務者（請求者と同居している父母兄弟姉妹など）の前年の所得が限度額以上の場合は、その年度（8月から翌年7月ま"
"名張市","24","母子・父子福祉資金貸付事業","母子・父子福祉資金貸付事業","https://www.city.nabari.lg.jp/s026/040/030/040/201502052404.html","true","true","true","貸付","母子・父子福祉資金貸付事業 更新日：2020年8月3日 「ひとり親家庭の父または母」、「父母のいない児童またはこれに準じる児童」および「母子父子福祉団体」に貸付られる資金で、12種類の資金の貸付を行っています。 対象者 ひとり親家庭の父または母 父母のいない児童（20歳未満） 母子父子福祉団体 貸付の種類 事業開始資金 事業継続資金 修学資金 就学支度資金 修業資金 就職支度資金 生活資金 住宅資金 転宅資金 医療介護資金 結婚資金 技能習得資金 申請の方法 貸付申請は名張市"
"名張市","24","寡婦福祉資金貸付事業","寡婦福祉資金貸付事業","https://www.city.nabari.lg.jp/s026/040/030/030/201502052403.html","true","true","true","貸付","寡婦福祉資金貸付事業 更新日：2020年8月3日 「寡婦」または「40歳以上の配偶者の無い女子であって母子家庭の母および寡婦以外のもの」および「母子父子福祉団体」に貸付られる資金で12種類の貸付を行っています。 対象者 寡婦（修学資金、修業資金、修学支度資金および結婚資金については寡婦等） 40歳以上の配偶者のない女子であって母子家庭の母および寡婦以外のもの 母子父子福祉団体 注：寡婦とは、かつて母子家庭の母であった者をいう。また、寡婦等とは、寡婦または母子家庭の母で20歳以"
"名張市","24","一人親家庭等医療費助成制度について","一人親家庭等医療費助成制度について","https://www.city.nabari.lg.jp/s018/090/010/020/020/201502052686.html","true","true","true","医療費助成","一人親家庭等医療費助成制度について 更新日：2024年12月2日 対象となる方 名張市内に住所を有し、健康保険に加入している一人親家庭等の母・父および満18歳未満の子ども（18歳の年度末まで）、父母のいない満18歳未満の子ども（18歳の年度末まで）。 ただし、以下の表のように本人・家族とも所得制限がありますので該当にならない場合もあります。 所得制限額 所得制限額 扶養親族等の数 本人の所得額 配偶者および扶養義務者の 所得額 0人 2,080,000円 2,360,000円"
"名張市","24","特別障害者手当・障害児福祉手当（国福祉手当）","特別障害者手当・障害児福祉手当（国福祉手当）","https://www.city.nabari.lg.jp/s080/060/6/201502052179.html","true","true","true","手当","特別障害者手当・障害児福祉手当（国福祉手当） 更新日：2026年2月18日 特別障害者手当（国福祉手当） 対象者 重度の障害があるために、日常生活において常に特別な介護を必要とする20歳以上の在宅のかたに支給されます。 ※申請に関しては、医師の診断書や所得状況届が必要となり、所得制限があります。 また、手当の認定には審査がありますので、対象要件についてはお問合せください。 ※3ヶ月を超える入院（老健施設を含む）や施設入所中の人は対象となりません。 ※入院、入所、転出、死亡、障"
"名張市","24","住居確保給付金事業について","住居確保給付金事業について","https://www.city.nabari.lg.jp/s025/090/1010/20200501181025.html","true","true","true","給付金","住居確保給付金事業について 更新日：2023年5月8日 住居確保給付金とは 離職、自営業の廃止、または自身の責任による理由・都合によらないやむを得ない減収や休業等により、経済的に困窮し、住居を喪失した方または住居を喪失するおそれのある方に対し、住居費を支給するとともに、自立支援相談員による就労支援等を実施し、住居及び就労機会の確保に向けての支援を行うものです。 新型コロナウイルス感染症の影響で同様になった方も、条件を満たせば受給することができます。 支 援 内 容 《支 給 "
"名張市","24","戦没者等遺族に対する各種特別給付金および特別弔慰金","戦没者等遺族に対する各種特別給付金および特別弔慰金","https://www.city.nabari.lg.jp/s025/090/080/020/201502052209.html","true","true","true","給付金","戦没者等遺族に対する各種特別給付金および特別弔慰金 更新日：2025年5月7日 戦没者等の遺族に対する特別弔慰金（第十二回特別弔慰金）について 戦没者等の遺族に対する特別弔慰金支給法に基づき、先の大戦で公務等のため国に殉じたもとの軍人、軍属及び準軍属の方々に思いをいたし、その遺族に対し国として改めて弔慰の意を表すため、戦没者等のご遺族に特別弔慰金（記名国債）を支給されるものです。令和7年4月1日（基準日）において、恩給・遺族年金などの受給権がある遺族がいない場合に、残された遺"
"名張市","24","子ども医療費助成制度について","子ども医療費助成制度について","https://www.city.nabari.lg.jp/s018/090/010/020/010/201502052685.html","true","true","true","医療費助成","子ども医療費助成制度について 更新日：2024年12月2日 対象となる方 通院・入院が助成対象の方 名張市内に住所を有し、健康保険に加入している中学校3年生までの子ども（15歳に達する最初の3月31日まで）。 ただし、以下の表のように保護者の所得制限がありますので、該当にならない場合もあります。 所得制限額 所得制限額 扶養親族等の数 保護者所得額 0人 6,220,000円 1人 6,600,000円 2人 6,980,000円 3人 7,360,000円 4人 7,740"
