"municipality","rescore","priority","status","title","url","snippet"
"河津町","30","medium","200","本サイトについて｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/about/","--> 本サイトについて｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
"河津町","30","medium","200","緊急時連絡先｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/bousai/b215/","--> 緊急時連絡先｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 "
"河津町","30","medium","200","災害用伝言ダイヤル｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/bousai/dial/","--> 災害用伝言ダイヤル｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント "
"河津町","30","medium","200","指定緊急避難場所と指定避難所｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/bousai/hinanbasyo/","--> 指定緊急避難場所と指定避難所｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ "
"河津町","30","medium","200","「警戒レベル」を用いた避難情報等の発令｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/bousai/keikailevel/","--> 「警戒レベル」を用いた避難情報等の発令｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて "
"河津町","30","medium","200","「わたしの避難計画」を作成しよう｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/bousai/watashinohinankeikaku/","--> 「わたしの避難計画」を作成しよう｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知ら"
"河津町","30","medium","200","入園・入学・生涯学習の一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/life02/","--> 入園・入学・生涯学習の一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イ"
"河津町","30","medium","200","検診・保険の一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/life08/","--> 検診・保険の一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
"河津町","30","medium","200","入札参加資格申請関係｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/jigyousha/nyusatsusankashikaku/","--> 入札参加資格申請関係｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント"
"河津町","30","medium","200","パブリックコメント｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/publiccomment/","--> パブリックコメント｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント "
"河津町","29","medium","200","今週の会議・行事予定(令和８年６/29～７/６）｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/18163/","--> 今週の会議・行事予定(令和８年６/29～７/６）｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報"
"河津町","29","medium","200","環境美化の日（町内一斉清掃）｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/20701/","--> 環境美化の日（町内一斉清掃）｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ "
"河津町","29","medium","200","契約に関する規則等｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/jigyousha/keiyakunikansurukisoku/","--> 契約に関する規則等｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント "
"河津町","26","medium","200","河津バガテル公園臨時休園のお知らせ｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/28125/","--> 河津バガテル公園臨時休園のお知らせ｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知"
"河津町","26","medium","200","広報かわづ７月号 掲載しました｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/28138/","--> 広報かわづ７月号 掲載しました｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ"
"河津町","26","medium","200","町立文化の家図書館ホームページについて｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/28191/","--> 町立文化の家図書館ホームページについて｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて "
"河津町","26","medium","404","｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/4605/","--> ｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河津町につい"
"河津町","26","medium","404","｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/barakatsu/","--> ｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河津町につい"
"河津町","26","medium","404","｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/challengeshop/","--> ｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河津町につい"
"河津町","26","medium","200","町民のみなさま｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/","--> 町民のみなさま｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集"
"河津町","26","medium","200","町民のみなさま｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/","--> 町民のみなさま｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集"
"河津町","26","medium","200","24時間電話健康相談｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/24jikandenwasoudan/","--> 24時間電話健康相談｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント"
"河津町","26","medium","200","結婚・離婚の一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/life04/","--> 結婚・離婚の一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募"
"河津町","26","medium","200","高齢者・介護の一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/life06/","--> 高齢者・介護の一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント "
"河津町","26","medium","200","おくやみの一覧｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/choumin/life07/","--> おくやみの一覧｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集"
"河津町","26","medium","404","｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/dogrun/","--> ｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河津町につい"
"河津町","26","medium","200","アクセスマップ｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/gyousei/accessmap/","--> アクセスマップ｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集"
"河津町","26","medium","200","わたしの声｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/gyousei/watashinokoe/","--> わたしの声｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河"
"河津町","26","medium","200","建設工事、業務委託、物品・役務の提供発注見通し｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/jigyousha/kensetsukojihattyumitoshi/","--> 建設工事、業務委託、物品・役務の提供発注見通し｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 "
"河津町","26","medium","404","｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/koronakanrenjoho/","--> ｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河津町につい"
"河津町","26","medium","404","｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/working-space-bagatelle/","--> ｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河津町につい"
"河津町","24","medium","200","町議会からのお知らせ（令和８年第２回定例会 行政報告の掲載）｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/16678/","--> 町議会からのお知らせ（令和８年第２回定例会 行政報告の掲載）｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業"
"河津町","24","medium","200","町議会からのお知らせ（令和8年第2回定例会 一般質問の掲載）｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/24033/","--> 町議会からのお知らせ（令和8年第2回定例会 一般質問の掲載）｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業"
"河津町","24","medium","200","電子入札｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/jigyousha/denshi-nyusatsu/","--> 電子入札｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河津"
"河津町","21","medium","200","河津町議会｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/gyousei/gikai/","--> 河津町議会｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河"
"河津町","21","medium","200","入札に関する要領等｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/jigyousha/nyusatsuyoryo/","--> 入札に関する要領等｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント "
"河津町","21","medium","200","入札案件｜静岡県河津町役場","https://www.town.kawazu.shizuoka.jp/jigyousha/nyuusatuanken/","--> 入札案件｜静岡県河津町役場 お使いのブラウザでは一部のコンテンツを正常にご覧いただくことができません。最新のブラウザにアップグレードしてください。 MENU メインメニュー ホーム 町民のみなさま 事業者のみなさま 観光情報 行政情報 お問い合わせ一覧 ライフシーンで探す 妊娠・出産・育児 入園・入学・生涯学習 就業・資格 結婚・離婚 引越し・住宅・交通 高齢者・介護 おくやみ 検診・保険 住民票・証明・ペット 税金・年金 障がい者支援 ごみ・環境 目的で探す 生活・手続き 福祉・子育て 健康・医療 教育・文化 手当・助成 産業・事業者 新着情報 すべて お知らせ イベント 募集 河津"
"河津町","4","low","200","","https://www.town.kawazu.shizuoka.jp/wp/wp-content/uploads/2019/05/bousaiguidebook.pdf",""
"河津町","0","low","200","","https://www.town.kawazu.shizuoka.jp/wp/wp-content/uploads/2013/02/kaibatsu23.8.pdf",""
"河津町","0","low","200","","https://www.town.kawazu.shizuoka.jp/wp/wp-content/uploads/2014/09/b9842ef1d15eb0e29388becaf3d0862d.pdf",""
"河津町","0","low","200","","https://www.town.kawazu.shizuoka.jp/wp/wp-content/uploads/2019/11/kawazu2019_10.pdf",""
"河津町","0","low","200","","https://www.town.kawazu.shizuoka.jp/wp/wp-content/uploads/2022/05/hijyoumochidashihinbichikuhin.pdf",""
"河津町","0","low","200","","https://www.town.kawazu.shizuoka.jp/wp/wp-content/uploads/2023/03/dosyasaigai_hazard.pdf",""
