municipality,score,title,url,snippet
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/2/2/5/9/_/%E3%83%81%E3%83%A9%E3%82%B7%EF%BC%88%E3%81%8A%E7%AC%91%E3%81%84%EF%BC%89.pdf","https://www.vill.ogawa.nagano.jp/fs/7/2/2/5/9/_/%E3%83%81%E3%83%A9%E3%82%B7%EF%BC%88%E3%81%8A%E7%AC%91%E3%81%84%EF%BC%89.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/1/1/8/9/_/20251214zadankai.pdf","https://www.vill.ogawa.nagano.jp/fs/7/1/1/8/9/_/20251214zadankai.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/1/1/8/8/_/20251207jinken.pdf","https://www.vill.ogawa.nagano.jp/fs/7/1/1/8/8/_/20251207jinken.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/1/1/8/7/_/20251130denjiha.pdf","https://www.vill.ogawa.nagano.jp/fs/7/1/1/8/7/_/20251130denjiha.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/6/8/5/5/6/_/%E2%91%A0%E3%82%A6%E3%82%AF%E3%83%AC%E3%83%AC%E8%AC%9B%E5%BA%A7.pdf","https://www.vill.ogawa.nagano.jp/fs/6/8/5/5/6/_/%E2%91%A0%E3%82%A6%E3%82%AF%E3%83%AC%E3%83%AC%E8%AC%9B%E5%BA%A7.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/6/8/5/5/4/_/%E2%91%A1%E7%94%9F%E6%B4%BB%E3%81%AB%E5%BD%B9%E7%AB%8B%E3%81%A4%E3%83%AD%E3%83%BC%E3%83%97%E3%83%AF%E3%83%BC%E3%82%AF.pdf","https://www.vill.ogawa.nagano.jp/fs/6/8/5/5/4/_/%E2%91%A1%E7%94%9F%E6%B4%BB%E3%81%AB%E5%BD%B9%E7%AB%8B%E3%81%A4%E3%83%AD%E3%83%BC%E3%83%97%E3%83%AF%E3%83%BC%E3%82%AF.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/7/9/3/2/_/%E4%BB%A4%E5%92%8C8%E5%B9%B47%E6%9C%88%E8%A8%BA%E7%99%82%E6%97%A5%E7%A8%8B%E8%A1%A8.pdf","https://www.vill.ogawa.nagano.jp/fs/7/7/9/3/2/_/%E4%BB%A4%E5%92%8C8%E5%B9%B47%E6%9C%88%E8%A8%BA%E7%99%82%E6%97%A5%E7%A8%8B%E8%A1%A8.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/7/9/3/3/_/%E4%BB%A4%E5%92%8C8%E5%B9%B48%E6%9C%88%E8%A8%BA%E7%99%82%E6%97%A5%E7%A8%8B%E8%A1%A8.pdf","https://www.vill.ogawa.nagano.jp/fs/7/7/9/3/3/_/%E4%BB%A4%E5%92%8C8%E5%B9%B48%E6%9C%88%E8%A8%BA%E7%99%82%E6%97%A5%E7%A8%8B%E8%A1%A8.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/7/8/8/0/_/02%20%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC%EF%BC%88%EF%BC%97%E6%9C%88%EF%BC%89.pdf","https://www.vill.ogawa.nagano.jp/fs/7/7/8/8/0/_/02%20%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC%EF%BC%88%EF%BC%97%E6%9C%88%EF%BC%89.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/7/8/8/1/_/02%20%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC%EF%BC%88%EF%BC%98%E6%9C%88%EF%BC%89.pdf","https://www.vill.ogawa.nagano.jp/fs/7/7/8/8/1/_/02%20%E3%82%A4%E3%83%99%E3%83%B3%E3%83%88%E3%82%AB%E3%83%AC%E3%83%B3%E3%83%80%E3%83%BC%EF%BC%88%EF%BC%98%E6%9C%88%EF%BC%89.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/7/8/9/1/_/cleaned%E3%82%88%E3%81%BF%E3%81%8D%E3%81%8B%E3%81%9B%E3%82%BF%E3%82%A4%E3%83%A0%E3%83%81%E3%83%A9%E3%82%B7.pdf","https://www.vill.ogawa.nagano.jp/fs/7/7/8/9/1/_/cleaned%E3%82%88%E3%81%BF%E3%81%8D%E3%81%8B%E3%81%9B%E3%82%BF%E3%82%A4%E3%83%A0%E3%83%81%E3%83%A9%E3%82%B7.pdf"
"小川村","5","","https://www.vill.ogawa.nagano.jp/fs/7/7/7/9/2/_/%E5%B0%8F%E5%B7%9D%E6%9D%91%E6%96%B0%E5%9E%8B%E3%82%A4%E3%83%B3%E3%83%95%E3%83%AB%E3%82%A8%E3%83%B3%E3%82%B6%E7%AD%89%E5%AF%BE%E7%AD%96%E8%A1%8C%E5%8B%95%E8%A8%88%E7%94%BB%EF%BC%88R8%E5%B9%B43%E6%9C%88%E6%94%B9%E8%A8%82%E7%89%88%EF%BC%89.pdf","https://www.vill.ogawa.nagano.jp/fs/7/7/7/9/2/_/%E5%B0%8F%E5%B7%9D%E6%9D%91%E6%96%B0%E5%9E%8B%E3%82%A4%E3%83%B3%E3%83%95%E3%83%AB%E3%82%A8%E3%83%B3%E3%82%B6%E7%AD%89%E5%AF%BE%E7%AD%96%E8%A1%8C%E5%8B%95%E8%A8%88%E7%94%BB%"
"小川村","5","入居者募集物件","https://www.vill.ogawa.nagano.jp/docs/7573.html","入居者募集物件 入居者募集物件 移住 住宅 https://www.vill.ogawa.nagano.jp/docs/7573.html"
"小川村","5","令和8年度農作業標準労賃・機械作業料金","https://www.vill.ogawa.nagano.jp/docs/77396.html","令和8年度農作業標準労賃・機械作業料金 令和8年度農作業標準労賃・機械作業料金 令和8年4月1日 農業 https://www.vill.ogawa.nagano.jp/docs/77396.html"
"小川村","5","長野県小児救急電話相談（＃８０００）","https://www.vill.ogawa.nagano.jp/docs/72814.html","長野県小児救急電話相談（＃８０００） 長野県小児救急電話相談（＃８０００） 子育て https://www.vill.ogawa.nagano.jp/docs/72814.html"
"信濃町","5","子育て・教育","https://www.town.shinano.lg.jp/skosodate/","子育て・教育 子育て・教育 子育て https://www.town.shinano.lg.jp/skosodate/"
"信濃町","5","子育て支援","https://www.town.shinano.lg.jp/skosodate/shien/","子育て支援 子育て支援 子育て https://www.town.shinano.lg.jp/skosodate/shien/"
"信濃町","5","母子の健康・予防接種","https://www.town.shinano.lg.jp/skosodate/kenko/","母子の健康・予防接種 母子の健康・予防接種 予防接種 https://www.town.shinano.lg.jp/skosodate/kenko/"
"信濃町","5","障がい・福祉","https://www.town.shinano.lg.jp/kenko/shogai/","障がい・福祉 障がい・福祉 福祉 https://www.town.shinano.lg.jp/kenko/shogai/"
"信濃町","5","子育て・教育","https://www.town.shinano.lg.jp/lifeevent/kosodate/","子育て・教育 子育て・教育 子育て https://www.town.shinano.lg.jp/lifeevent/kosodate/"
"信濃町","5","入札結果","https://www.town.shinano.lg.jp/docs/13055752.html","入札結果 入札結果 福祉 https://www.town.shinano.lg.jp/docs/13055752.html"
"信濃町","5","","https://www.town.shinano.lg.jp/kosodate/docs/13724713.html","子育て https://www.town.shinano.lg.jp/kosodate/docs/13724713.html"
"信濃町","5","ふるさと信濃町応援寄附金（ふるさと納税）","https://www.town.shinano.lg.jp/docs/furusatokifu.html","ふるさと信濃町応援寄附金（ふるさと納税） ふるさと信濃町応援寄附金（ふるさと納税） 農業 https://www.town.shinano.lg.jp/docs/furusatokifu.html"
"信濃町","5","子育て・教育","https://www.town.shinano.lg.jp/faq/kosodate/","子育て・教育 子育て・教育 子育て https://www.town.shinano.lg.jp/faq/kosodate/"
"信濃町","5","信濃町子育て支援サイト","https://www.town.shinano.lg.jp/rss-kosodate/","信濃町子育て支援サイト 信濃町子育て支援サイト 子育て https://www.town.shinano.lg.jp/rss-kosodate/"
"信濃町","5","子育て・教育","https://www.town.shinano.lg.jp/oshirase/kosodate/","子育て・教育 子育て・教育 子育て https://www.town.shinano.lg.jp/oshirase/kosodate/"
"飯綱町","5","子育て・教育","https://www.town.iizuna.nagano.jp/kosodate/","子育て・教育 子育て・教育 子育て https://www.town.iizuna.nagano.jp/kosodate/"
"飯綱町","5","移住","https://www.town.iizuna.nagano.jp/iju/","移住 移住 移住 https://www.town.iizuna.nagano.jp/iju/"
"飯綱町","5","年齢別子育て情報","https://www.town.iizuna.nagano.jp/kosodate/age/","年齢別子育て情報 年齢別子育て情報 子育て https://www.town.iizuna.nagano.jp/kosodate/age/"
"飯綱町","5","子育て支援","https://www.town.iizuna.nagano.jp/kosodate/shien/","子育て支援 子育て支援 子育て https://www.town.iizuna.nagano.jp/kosodate/shien/"
"飯綱町","5","母子の健康・予防接種","https://www.town.iizuna.nagano.jp/kosodate/kenko/","母子の健康・予防接種 母子の健康・予防接種 予防接種 https://www.town.iizuna.nagano.jp/kosodate/kenko/"
"飯綱町","5","障害福祉","https://www.town.iizuna.nagano.jp/kenko/shogai/","障害福祉 障害福祉 福祉 https://www.town.iizuna.nagano.jp/kenko/shogai/"
"飯綱町","5","道路通行制限","https://www.town.iizuna.nagano.jp/docs/388.html","道路通行制限 道路通行制限 令和5年4月9日 住宅 https://www.town.iizuna.nagano.jp/docs/388.html"
"飯綱町","5","飯綱町子育て支援サイト トップページ - 飯綱町","https://www.town.iizuna.nagano.jp/kosodatesite/index.html","飯綱町子育て支援サイト トップページ - 飯綱町 助成金 子育て https://www.town.iizuna.nagano.jp/kosodatesite/index.html"
"飯綱町","5","入札経過調書 〔令和8年度〕","https://www.town.iizuna.nagano.jp/docs/13793.html","入札経過調書 〔令和8年度〕 入札経過調書 〔令和8年度〕 令和5年4月9日 農業 福祉 https://www.town.iizuna.nagano.jp/docs/13793.html"
"飯綱町","5","子育て・学校","https://www.town.iizuna.nagano.jp/guide/kosodate/","子育て・学校 子育て・学校 子育て https://www.town.iizuna.nagano.jp/guide/kosodate/"
"飯綱町","5","福祉・介護","https://www.town.iizuna.nagano.jp/guide/fukushi/","福祉・介護 福祉・介護 福祉 https://www.town.iizuna.nagano.jp/guide/fukushi/"
"飯綱町","5","子育て・教育","https://www.town.iizuna.nagano.jp/oshirase/kosodate/","子育て・教育 子育て・教育 子育て https://www.town.iizuna.nagano.jp/oshirase/kosodate/"
"飯綱町","5","移住","https://www.town.iizuna.nagano.jp/oshirase/iju/","移住 移住 移住 https://www.town.iizuna.nagano.jp/oshirase/iju/"
"飯綱町","5","【10/12（土）10〜16時】飯綱町 地域おこし協力隊 相談会を開催します！＠銀座NAGANO","https://www.town.iizuna.nagano.jp/docs/11101.html","【10/12（土）10〜16時】飯綱町 地域おこし協力隊 相談会を開催します！＠銀座NAGANO 【10/12（土）10〜16時】飯綱町 地域おこし協力隊 相談会を開催します！＠銀座NAGANO 移住 https://www.town.iizuna.nagano.jp/docs/11101.html"
"飯綱町","5","飯綱町空き家・空き地バンク","https://www.town.iizuna.nagano.jp/docs/899.html","飯綱町空き家・空き地バンク 飯綱町空き家・空き地バンク 令和5年4月9日 移住 空き家 事業者 https://www.town.iizuna.nagano.jp/docs/899.html"
"小川村","4","ふるさと納税に係る返礼品の基準見直しに伴う対応について","https://www.vill.ogawa.nagano.jp/docs/81049.html","ふるさと納税に係る返礼品の基準見直しに伴う対応について ふるさと納税に係る返礼品の基準見直しに伴う対応について 令和8年10月1日 移住 事業者 https://www.vill.ogawa.nagano.jp/docs/81049.html"
"小川村","4","競争入札参加資格審査申請について","https://www.vill.ogawa.nagano.jp/docs/77045.html","競争入札参加資格審査申請について 競争入札参加資格審査申請について 事業者 https://www.vill.ogawa.nagano.jp/docs/77045.html"
"小川村","4","女性のがん検診「無料クーポン」配布について","https://www.vill.ogawa.nagano.jp/docs/64605.html","女性のがん検診「無料クーポン」配布について 女性のがん検診「無料クーポン」配布について 平成16年4月2日 福祉 https://www.vill.ogawa.nagano.jp/docs/64605.html"
"小川村","4","地域計画について","https://www.vill.ogawa.nagano.jp/docs/64277.html","地域計画について 地域計画について 令和7年3月31日 農業 https://www.vill.ogawa.nagano.jp/docs/64277.html"
"飯綱町","4","飯綱町三水飲食施設「日和」運営事業者を募集します。","https://www.town.iizuna.nagano.jp/docs/14097.html","飯綱町三水飲食施設「日和」運営事業者を募集します。 飯綱町三水飲食施設「日和」運営事業者を募集します。 令和8年6月18日 事業者 https://www.town.iizuna.nagano.jp/docs/14097.html"
"飯綱町","4","入札関係様式ダウンロード","https://www.town.iizuna.nagano.jp/docs/710.html","入札関係様式ダウンロード 入札関係様式ダウンロード 令和5年4月9日 事業者 https://www.town.iizuna.nagano.jp/docs/710.html"
"飯綱町","4","電力スマートメーター活用したフレイル予防サービス事業参加募集のお知らせ","https://www.town.iizuna.nagano.jp/docs/10498.html","電力スマートメーター活用したフレイル予防サービス事業参加募集のお知らせ 電力スマートメーター活用したフレイル予防サービス事業参加募集のお知らせ 令和6年6月1日 福祉 https://www.town.iizuna.nagano.jp/docs/10498.html"
"小川村","3","小川村","https://www.vill.ogawa.nagano.jp/","小川村 移住 住宅 空き家 福祉 子育て https://www.vill.ogawa.nagano.jp/"
"小川村","3","公民館報おがわ 小川村ふるさと通信","https://www.vill.ogawa.nagano.jp/docs/6329.html","公民館報おがわ 小川村ふるさと通信 公民館報おがわ 小川村ふるさと通信 福祉 子育て 通学 https://www.vill.ogawa.nagano.jp/docs/6329.html"
"小川村","3","固定資産評価通知書の廃止について","https://www.vill.ogawa.nagano.jp/docs/64565.html","固定資産評価通知書の廃止について 固定資産評価通知書の廃止について 令和7年9月1日 免除 https://www.vill.ogawa.nagano.jp/docs/64565.html"
"小川村","2","産業・事業者","https://www.vill.ogawa.nagano.jp/business/","産業・事業者 産業・事業者 事業者 https://www.vill.ogawa.nagano.jp/business/"
"小川村","2","令和８年度 小川村水田収益力強化ビジョンの公表について","https://www.vill.ogawa.nagano.jp/docs/81133.html","令和８年度 小川村水田収益力強化ビジョンの公表について 令和８年度 小川村水田収益力強化ビジョンの公表について 農業 https://www.vill.ogawa.nagano.jp/docs/81133.html"
"小川村","2","ふるさと村民制度","https://www.vill.ogawa.nagano.jp/sightseeing/furusato-sonmin/","ふるさと村民制度 ふるさと村民制度 移住 https://www.vill.ogawa.nagano.jp/sightseeing/furusato-sonmin/"
"小川村","2","入札","https://www.vill.ogawa.nagano.jp/business/bid/","入札 入札 事業者 https://www.vill.ogawa.nagano.jp/business/bid/"
"小川村","2","公営住宅情報","https://www.vill.ogawa.nagano.jp/docs/7686.html","公営住宅情報 公営住宅情報 移住 住宅 https://www.vill.ogawa.nagano.jp/docs/7686.html"
"小川村","2","村内に工場をお考えの方に","https://www.vill.ogawa.nagano.jp/docs/6483.html","村内に工場をお考えの方に 村内に工場をお考えの方に 事業者 https://www.vill.ogawa.nagano.jp/docs/6483.html"
"小川村","2","農林業","https://www.vill.ogawa.nagano.jp/business/farming/","農林業 農林業 事業者 林業 https://www.vill.ogawa.nagano.jp/business/farming/"
"小川村","2","農業振興事業","https://www.vill.ogawa.nagano.jp/business/agricultural-promotion/","農業振興事業 農業振興事業 事業者 農業 https://www.vill.ogawa.nagano.jp/business/agricultural-promotion/"
"小川村","2","畜産振興事業","https://www.vill.ogawa.nagano.jp/business/iivestock-promotion/","畜産振興事業 畜産振興事業 事業者 https://www.vill.ogawa.nagano.jp/business/iivestock-promotion/"
"小川村","2","農地事業","https://www.vill.ogawa.nagano.jp/business/agricultural-land/","農地事業 農地事業 事業者 https://www.vill.ogawa.nagano.jp/business/agricultural-land/"
"小川村","2","林業事業","https://www.vill.ogawa.nagano.jp/business/forestry/","林業事業 林業事業 事業者 林業 https://www.vill.ogawa.nagano.jp/business/forestry/"
"小川村","2","有害鳥獣対策事業","https://www.vill.ogawa.nagano.jp/business/harmful-beasts/","有害鳥獣対策事業 有害鳥獣対策事業 事業者 https://www.vill.ogawa.nagano.jp/business/harmful-beasts/"
"小川村","2","事業者","https://www.vill.ogawa.nagano.jp/business/business/","事業者 事業者 事業者 https://www.vill.ogawa.nagano.jp/business/business/"
"小川村","2","就職・仕事：補助事業","https://www.vill.ogawa.nagano.jp/business/jobs/","就職・仕事：補助事業 就職・仕事：補助事業 事業者 https://www.vill.ogawa.nagano.jp/business/jobs/"
"小川村","2","小川村子育てガイド","https://www.vill.ogawa.nagano.jp/docs/75963.html","小川村子育てガイド 小川村子育てガイド 子育て https://www.vill.ogawa.nagano.jp/docs/75963.html"
"小川村","2","小川村次世代校務DX環境構築業務に係る公募型プロポーザルの実施について","https://www.vill.ogawa.nagano.jp/docs/80813.html","小川村次世代校務DX環境構築業務に係る公募型プロポーザルの実施について 小川村次世代校務DX環境構築業務に係る公募型プロポーザルの実施について 令和8年8月3日 子育て https://www.vill.ogawa.nagano.jp/docs/80813.html"
"小川村","2","小川村歯科診療所【歯科衛生士】募集について","https://www.vill.ogawa.nagano.jp/docs/64438.html","小川村歯科診療所【歯科衛生士】募集について 小川村歯科診療所【歯科衛生士】募集について 福祉 https://www.vill.ogawa.nagano.jp/docs/64438.html"
"小川村","2","デジとしょ信州（協働電子図書館）","https://www.vill.ogawa.nagano.jp/docs/7106.html","デジとしょ信州（協働電子図書館） デジとしょ信州（協働電子図書館） 子育て https://www.vill.ogawa.nagano.jp/docs/7106.html"
"小川村","2","令和7年度 コミュニティ助成事業(宝くじ助成事業)について","https://www.vill.ogawa.nagano.jp/docs/7210.html","令和7年度 コミュニティ助成事業(宝くじ助成事業)について 令和7年度 コミュニティ助成事業(宝くじ助成事業)について 令和6年9月6日 福祉 https://www.vill.ogawa.nagano.jp/docs/7210.html"
"小川村","2","農業委員会の農地利用の最適化活動公表","https://www.vill.ogawa.nagano.jp/docs/32515.html","農業委員会の農地利用の最適化活動公表 農業委員会の農地利用の最適化活動公表 農業 https://www.vill.ogawa.nagano.jp/docs/32515.html"
"信濃町","2","令和８年度着任地域おこし協力隊員募集（ローカルコネクター）","https://www.town.shinano.lg.jp/docs/14061641.html","令和８年度着任地域おこし協力隊員募集（ローカルコネクター） 令和８年度着任地域おこし協力隊員募集（ローカルコネクター） 移住 https://www.town.shinano.lg.jp/docs/14061641.html"
"信濃町","2","防災ハザードマップ（避難所）","https://www.town.shinano.lg.jp/docs/bosai.html","防災ハザードマップ（避難所） 防災ハザードマップ（避難所） 農業 https://www.town.shinano.lg.jp/docs/bosai.html"
"飯綱町","2","農業委員会委員及び農地利用最適化推進委員の候補者の募集について","https://www.town.iizuna.nagano.jp/docs/14165.html","農業委員会委員及び農地利用最適化推進委員の候補者の募集について 農業委員会委員及び農地利用最適化推進委員の候補者の募集について 令和5年4月9日 農業 https://www.town.iizuna.nagano.jp/docs/14165.html"
"飯綱町","2","飯綱町長が「飯綱町こどもまんなか応援サポーター宣言」／子育て世帯3家族とトーク＆トーク/小学生と一緒に給食を実施します。","https://www.town.iizuna.nagano.jp/docs/14205.html","飯綱町長が「飯綱町こどもまんなか応援サポーター宣言」／子育て世帯3家族とトーク＆トーク/小学生と一緒に給食を実施します。 飯綱町長が「飯綱町こどもまんなか応援サポーター宣言」／子育て世帯3家族とトーク＆トーク/小学生と一緒に給食を実施します。 令和8年7月9日 子育て https://www.town.iizuna.nagano.jp/docs/14205.html"
"飯綱町","2","長野県 飯綱町 楽天と連携し「ふるさと住民登録制度」の社会実装に向けた連携を開始","https://www.town.iizuna.nagano.jp/docs/14161.html","長野県 飯綱町 楽天と連携し「ふるさと住民登録制度」の社会実装に向けた連携を開始 長野県 飯綱町 楽天と連携し「ふるさと住民登録制度」の社会実装に向けた連携を開始 令和8年7月1日 事業者 https://www.town.iizuna.nagano.jp/docs/14161.html"
"飯綱町","2","飯綱町 「りんご農家体験ツアー」を開催します","https://www.town.iizuna.nagano.jp/docs/14050.html","飯綱町 「りんご農家体験ツアー」を開催します 飯綱町 「りんご農家体験ツアー」を開催します 令和8年6月5日 移住 農業 https://www.town.iizuna.nagano.jp/docs/14050.html"
"飯綱町","2","株式会社日本旅行主催長野県 飯綱町 ふるさと住民登録制度モデル事業採択自治体視察","https://www.town.iizuna.nagano.jp/docs/13923.html","株式会社日本旅行主催長野県 飯綱町 ふるさと住民登録制度モデル事業採択自治体視察 株式会社日本旅行主催長野県 飯綱町 ふるさと住民登録制度モデル事業採択自治体視察 令和8年5月18日 事業者 https://www.town.iizuna.nagano.jp/docs/13923.html"
"飯綱町","2","「飯綱町牟礼駅マイレール応援団」会員募集！！","https://www.town.iizuna.nagano.jp/docs/700.html","「飯綱町牟礼駅マイレール応援団」会員募集！！ 「飯綱町牟礼駅マイレール応援団」会員募集！！ 令和5年4月9日 通学 https://www.town.iizuna.nagano.jp/docs/700.html"
"飯綱町","2","飯綱町病後児保育室はぐくみ","https://www.town.iizuna.nagano.jp/docs/496.html","飯綱町病後児保育室はぐくみ 飯綱町病後児保育室はぐくみ 令和5年4月9日 子育て https://www.town.iizuna.nagano.jp/docs/496.html"
"飯綱町","2","出前講座のご案内","https://www.town.iizuna.nagano.jp/docs/712.html","出前講座のご案内 出前講座のご案内 令和5年4月9日 通学 https://www.town.iizuna.nagano.jp/docs/712.html"
"飯綱町","2","個人情報利用規定","https://www.town.iizuna.nagano.jp/docs/297.html","個人情報利用規定 個人情報利用規定 令和5年4月9日 事業者 https://www.town.iizuna.nagano.jp/docs/297.html"
"飯綱町","2","消費者庁から注意喚起について","https://www.town.iizuna.nagano.jp/docs/14158.html","消費者庁から注意喚起について 消費者庁から注意喚起について 令和5年4月9日 事業者 https://www.town.iizuna.nagano.jp/docs/14158.html"
"飯綱町","2","長野広域連合養護老人ホーム移転・統合による建替に関するサウンディング型市場調査について","https://www.town.iizuna.nagano.jp/docs/14189.html","長野広域連合養護老人ホーム移転・統合による建替に関するサウンディング型市場調査について 長野広域連合養護老人ホーム移転・統合による建替に関するサウンディング型市場調査について 令和5年4月9日 事業者 https://www.town.iizuna.nagano.jp/docs/14189.html"
"飯綱町","2","「認知症サポーターのいるお店」について","https://www.town.iizuna.nagano.jp/docs/5028.html","「認知症サポーターのいるお店」について 「認知症サポーターのいるお店」について 令和5年4月9日 福祉 https://www.town.iizuna.nagano.jp/docs/5028.html"
"飯綱町","1","企業の税金","https://www.town.iizuna.nagano.jp/sangyo/zeikin/","企業の税金 企業の税金 移住 福祉 子育て https://www.town.iizuna.nagano.jp/sangyo/zeikin/"
"飯綱町","1","飯綱町ハザードマップ","https://www.town.iizuna.nagano.jp/docs/686.html","飯綱町ハザードマップ 飯綱町ハザードマップ 令和5年4月9日 住宅 福祉 耐震 https://www.town.iizuna.nagano.jp/docs/686.html"
"飯綱町","1","妊娠の届出と母子健康手帳等の交付について","https://www.town.iizuna.nagano.jp/docs/486.html","妊娠の届出と母子健康手帳等の交付について 妊娠の届出と母子健康手帳等の交付について 令和5年4月9日 福祉 予防接種 妊婦 https://www.town.iizuna.nagano.jp/docs/486.html"
"飯綱町","1","飯綱町は２年連続で人口が社会増となりました。","https://www.town.iizuna.nagano.jp/docs/13346.html","飯綱町は２年連続で人口が社会増となりました。 飯綱町は２年連続で人口が社会増となりました。 令和5年4月9日 移住 住宅 空き家 子育て https://www.town.iizuna.nagano.jp/docs/13346.html"
"栄村","0","","http://www.vill.sakae.nagano.jp/kurashi/anzen/","福祉 子育て http://www.vill.sakae.nagano.jp/kurashi/anzen/"
"栄村","0","","http://www.vill.sakae.nagano.jp/kenko/sumirenoie/","福祉 子育て http://www.vill.sakae.nagano.jp/kenko/sumirenoie/"
"栄村","0","","http://www.vill.sakae.nagano.jp/sonsei/soshiki/nourin/","福祉 子育て http://www.vill.sakae.nagano.jp/sonsei/soshiki/nourin/"
"栄村","0","","http://www.vill.sakae.nagano.jp/sonsei/soshiki/kokudo/","福祉 子育て http://www.vill.sakae.nagano.jp/sonsei/soshiki/kokudo/"
"小川村","0","健康・福祉","https://www.vill.ogawa.nagano.jp/health/","健康・福祉 健康・福祉 福祉 https://www.vill.ogawa.nagano.jp/health/"
"小川村","0","子育て・教育","https://www.vill.ogawa.nagano.jp/education/","子育て・教育 子育て・教育 子育て https://www.vill.ogawa.nagano.jp/education/"
"小川村","0","観光・移住","https://www.vill.ogawa.nagano.jp/sightseeing/","観光・移住 観光・移住 移住 https://www.vill.ogawa.nagano.jp/sightseeing/"
"小川村","0","小川村国保直営診療所：診療日程","https://www.vill.ogawa.nagano.jp/docs/7185.html","小川村国保直営診療所：診療日程 小川村国保直営診療所：診療日程 福祉 https://www.vill.ogawa.nagano.jp/docs/7185.html"
"小川村","0","長野地域のイベント情報共有","https://www.vill.ogawa.nagano.jp/docs/80974.html","長野地域のイベント情報共有 長野地域のイベント情報共有 移住 https://www.vill.ogawa.nagano.jp/docs/80974.html"
"小川村","0","公民館：図書室","https://www.vill.ogawa.nagano.jp/docs/7287.html","公民館：図書室 公民館：図書室 子育て https://www.vill.ogawa.nagano.jp/docs/7287.html"
"小川村","0","子育て・教育","https://www.vill.ogawa.nagano.jp/target-navi/childcare/","子育て・教育 子育て・教育 子育て https://www.vill.ogawa.nagano.jp/target-navi/childcare/"
"小川村","0","移住・定住","https://www.vill.ogawa.nagano.jp/target-navi/emigration/","移住・定住 移住・定住 移住 https://www.vill.ogawa.nagano.jp/target-navi/emigration/"
"小川村","0","ふるさと納税","https://www.vill.ogawa.nagano.jp/sightseeing/furusato-nozei/","ふるさと納税 ふるさと納税 移住 https://www.vill.ogawa.nagano.jp/sightseeing/furusato-nozei/"
"小川村","0","住宅･分譲地","https://www.vill.ogawa.nagano.jp/living/houses/","住宅･分譲地 住宅･分譲地 住宅 https://www.vill.ogawa.nagano.jp/living/houses/"
"小川村","0","福祉","https://www.vill.ogawa.nagano.jp/health/welfare/","福祉 福祉 福祉 https://www.vill.ogawa.nagano.jp/health/welfare/"
"小川村","0","福祉：補助事業","https://www.vill.ogawa.nagano.jp/health/welfare-subsidy/","福祉：補助事業 福祉：補助事業 福祉 https://www.vill.ogawa.nagano.jp/health/welfare-subsidy/"
"小川村","0","保健医療","https://www.vill.ogawa.nagano.jp/health/medical-care/","保健医療 保健医療 福祉 https://www.vill.ogawa.nagano.jp/health/medical-care/"
"小川村","0","保健医療：補助事業","https://www.vill.ogawa.nagano.jp/health/medical-care-subsidy/","保健医療：補助事業 保健医療：補助事業 福祉 https://www.vill.ogawa.nagano.jp/health/medical-care-subsidy/"
"小川村","0","マレットゴルフ場","https://www.vill.ogawa.nagano.jp/health/golf/","マレットゴルフ場 マレットゴルフ場 福祉 https://www.vill.ogawa.nagano.jp/health/golf/"
"小川村","0","子育て支援","https://www.vill.ogawa.nagano.jp/education/support/","子育て支援 子育て支援 子育て https://www.vill.ogawa.nagano.jp/education/support/"
"小川村","0","保育園","https://www.vill.ogawa.nagano.jp/education/nursery/","保育園 保育園 子育て https://www.vill.ogawa.nagano.jp/education/nursery/"
"小川村","0","教育委員会","https://www.vill.ogawa.nagano.jp/education/board-of-education/","教育委員会 教育委員会 子育て https://www.vill.ogawa.nagano.jp/education/board-of-education/"
"小川村","0","小学校・中学校","https://www.vill.ogawa.nagano.jp/education/school/","小学校・中学校 小学校・中学校 子育て https://www.vill.ogawa.nagano.jp/education/school/"
"小川村","0","公民館","https://www.vill.ogawa.nagano.jp/education/community-center/","公民館 公民館 子育て https://www.vill.ogawa.nagano.jp/education/community-center/"
"小川村","0","観光","https://www.vill.ogawa.nagano.jp/sightseeing/sightseeing/","観光 観光 移住 https://www.vill.ogawa.nagano.jp/sightseeing/sightseeing/"
