organization	score	title	url	evidence
大村市	65	出産育児一時金	https://www.city.omura.nagasaki.jp/kokuho/kenko/nenkin/kenkohoken/ichijikin.html	大村市／出産育児一時金 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知りた
大村市	65	省エネ家電製品の買い換え費用の一部を補助します	https://www.city.omura.nagasaki.jp/kankyouseisaku/kurashi/kankyo/ondanka/syouenekaikae.html	大村市／省エネ家電製品の買い換え費用の一部を補助します 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・
大村市	65	妊婦健康診査	https://www.city.omura.nagasaki.jp/oyako/kenko/ninshin/ninshin/kenkoshinsa.html	大村市／妊婦健康診査 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知りたい
大村市	65	令和8 年度スポーツ振興くじ助成金事業の活用	https://www.city.omura.nagasaki.jp/bunka/kyoiku/bunka/shisetsu/sportskujijyoseikinkatsuyou.html	大村市／令和8年度スポーツ振興くじ助成金事業の活用 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業
大村市	64	妊婦さんの家庭訪問	https://www.city.omura.nagasaki.jp/oyako/kenko/ninshin/ninshin/homon.html	大村市／妊婦さんの家庭訪問 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知
大村市	63	相談支援事業	https://www.city.omura.nagasaki.jp/seikatsu/kenko/fukushi/shogaisha/fukushijigyo/soudanshien.html	大村市／相談支援事業 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知りたい
大村市	63	予防接種（高齢者の肺炎球菌ワクチン）	https://www.city.omura.nagasaki.jp/kenshin/kenko/kenko/yobosessyu/seijinyou.html	大村市／予防接種（高齢者の肺炎球菌ワクチン） 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光
大村市	63	里帰り中の妊婦健診	https://www.city.omura.nagasaki.jp/oyako/kenko/ninshin/ninshin/satogaeri.html	大村市／里帰り中の妊婦健診 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報 市政情報 知
大村市	60	おおむら暮らしナビ：出産・子育て・教育	https://www.city.omura.nagasaki.jp/navi/syusan_kosodate_kyoiku/index.html	大村市／おおむら暮らしナビ：出産・子育て・教育 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観
大村市	57	県外などで予防接種を受ける人へ	https://www.city.omura.nagasaki.jp/kodomoshomu/kenko/kenko/yobosesshu/syoukannbarai.html	大村市／県外などで予防接種を受ける人へ 本文へスキップします。 大村市 緊急情報 緊急情報を開く 緊急情報 閉じる 現在、情報はありません 避難所一覧 休日当番医 夜間診療 AED設置 場所案内 文字サイズ・色合い変更 音声読み上げ Foreign Language ホーム くらしの情報 健康・福祉・子育て 教育・文化・スポーツ まちづくり・産業 観光情報
