municipality,priority,rescore,title,anchor,url,snippet
"半田市","strong","27","不動産の無料相談会｜半田市公式ウェブサイト","不動産の無料相談会","https://www.city.handa.lg.jp/kurashi/sodan/1001889.html","不動産の無料相談会｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種"
"半田市","strong","27","新着更新情報｜半田市公式ウェブサイト","新着更新情報","https://www.city.handa.lg.jp/newslist.html","新着更新情報｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金"
"半田市","strong","27","令和7年度明るい選挙ポスター作品審査結果｜半田市公式ウェブサイト","令和7年度明るい選挙ポスター作品審査結果","https://www.city.handa.lg.jp/shisei/senkyo/1004446.html","令和7年度明るい選挙ポスター作品審査結果｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医"
"半田市","strong","27","元気な愛知の市町村づくり補助金｜半田市公式ウェブサイト","元気な愛知の市町村づくり補助金","https://www.city.handa.lg.jp/shisei/yosan/1004292.html","元気な愛知の市町村づくり補助金｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消"
"半田市","strong","27","高齢・介護｜半田市公式ウェブサイト","高齢・介護","https://www.city.handa.lg.jp/tetsuzukinavi/1001517/1001520.html","高齢・介護｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・"
"半田市","strong","26","農林業｜半田市公式ウェブサイト","農林業","https://www.city.handa.lg.jp/jigyosha/norin/index.html","農林業｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・補助"
"半田市","strong","26","健康・健診｜半田市公式ウェブサイト","健康・健診","https://www.city.handa.lg.jp/kenko/kenko/index.html","健康・健診｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・"
"半田市","strong","26","給付・手当（子育て・教育）｜半田市公式ウェブサイト","給付・手当（子育て・教育）","https://www.city.handa.lg.jp/kosodate/kyufu/index.html","給付・手当（子育て・教育）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生"
"半田市","strong","26","戸籍・住民の手続き｜半田市公式ウェブサイト","戸籍・住民の手続き","https://www.city.handa.lg.jp/kurashi/koseki/index.html","戸籍・住民の手続き｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種"
"半田市","strong","26","施設案内｜半田市公式ウェブサイト","施設案内","https://www.city.handa.lg.jp/shisetsu/index.html","施設案内｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・補"
"碧南市","strong","26","障害者児の手当／碧南市","障害者児の手当","https://www.city.hekinan.lg.jp/childcare_education/subsidy/14461.html","障害者児の手当／碧南市 本文へ 文字サイズ 背景色変更 multilingual 組織一覧・お問い合わせ 防災ポータルサイト くらし・手続き 子育て・教育 健康 医療・福祉 防災 安心・安全 おでかけ 文化・スポーツ 市の情報・計画 ビジネス・産業 防災ポータルサイト ホーム 検索 とじる メニュー とじる ページ内検索 ファイル種別 すべて ページ PDF ページID検索 検索を閉じる multilingual くらし・手続き 子育て・教育 健康・医療・福祉 防災・安心・安全 おでかけ・文化・スポーツ 市の情報・計画 ビジネス・産業 防災ポータルサイト 組織一覧・お問い合わせ PC版を表示 "
"碧南市","strong","26","障害者児の手当／碧南市","障害者児の手当","https://www.city.hekinan.lg.jp/health_welfare/subsidy/14234.html","障害者児の手当／碧南市 本文へ 文字サイズ 背景色変更 multilingual 組織一覧・お問い合わせ 防災ポータルサイト くらし・手続き 子育て・教育 健康 医療・福祉 防災 安心・安全 おでかけ 文化・スポーツ 市の情報・計画 ビジネス・産業 防災ポータルサイト ホーム 検索 とじる メニュー とじる ページ内検索 ファイル種別 すべて ページ PDF ページID検索 検索を閉じる multilingual くらし・手続き 子育て・教育 健康・医療・福祉 防災・安心・安全 おでかけ・文化・スポーツ 市の情報・計画 ビジネス・産業 防災ポータルサイト 組織一覧・お問い合わせ PC版を表示 "
"碧南市","strong","26","障害者児の手当／碧南市","障害者児の手当","https://www.city.hekinan.lg.jp/lifemenu/childcare/subsidy/12735.html","障害者児の手当／碧南市 本文へ 文字サイズ 背景色変更 multilingual 組織一覧・お問い合わせ 防災ポータルサイト くらし・手続き 子育て・教育 健康 医療・福祉 防災 安心・安全 おでかけ 文化・スポーツ 市の情報・計画 ビジネス・産業 防災ポータルサイト ホーム 検索 とじる メニュー とじる ページ内検索 ファイル種別 すべて ページ PDF ページID検索 検索を閉じる multilingual くらし・手続き 子育て・教育 健康・医療・福祉 防災・安心・安全 おでかけ・文化・スポーツ 市の情報・計画 ビジネス・産業 防災ポータルサイト 組織一覧・お問い合わせ PC版を表示 "
"半田市","strong","24","図書館でPR！ポスター掲載募集（2階閲覧室）｜半田市公式ウェブサイト","図書館でPR！ポスター掲載募集（2階閲覧室）","https://www.city.handa.lg.jp/bunka/bunkashisetsu/1002662/1002691/1002693.html","図書館でPR！ポスター掲載募集（2階閲覧室）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢"
"半田市","strong","24","半田市医療・介護・保健・福祉連携システム　だし丸くんネット｜半田市公式ウェブサイト","半田市医療・介護・保健・福祉連携システム だし丸くんネット","https://www.city.handa.lg.jp/kenko/iryo/1002468/1002469.html","半田市医療・介護・保健・福祉連携システム だし丸くんネット｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民"
"半田市","strong","24","障がい者控除対象者認定書｜半田市公式ウェブサイト","障がい者控除対象者認定書","https://www.city.handa.lg.jp/kenko/kaigo/1002558/1002561.html","障がい者控除対象者認定書｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活"
"半田市","strong","24","半田市国保の特定健診・健康サポート（特定保健指導）｜半田市公式ウェブサイト","半田市国保の特定健診・健康サポート（特定保健指導）","https://www.city.handa.lg.jp/kenko/kenko/1002262/1002264.html","半田市国保の特定健診・健康サポート（特定保健指導）｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後"
"半田市","strong","24","無料法律相談｜半田市公式ウェブサイト","無料法律相談","https://www.city.handa.lg.jp/kurashi/sodan/1001883.html","無料法律相談｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金"
"半田市","strong","24","所得・課税証明書のオンライン申請｜半田市公式ウェブサイト","所得・課税証明書のオンライン申請","https://www.city.handa.lg.jp/kurashi/zekin/1001757/1008359.html","所得・課税証明書のオンライン申請｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 "
"半田市","strong","24","はんだ市報で商品＆お店をPR！「読者プレゼント」提供事業者を募集中｜半田市公式ウェブサイト","はんだ市報で商品＆お店をPR！「読者プレゼント」提供事業者を募集中","https://www.city.handa.lg.jp/shisei/koho/1003875/1005383.html","はんだ市報で商品＆お店をPR！「読者プレゼント」提供事業者を募集中｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保"
"半田市","strong","24","就職・退職｜半田市公式ウェブサイト","就職・退職","https://www.city.handa.lg.jp/tetsuzukinavi/1001517/1001519.html","就職・退職｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・"
"半田市","strong","24","妊娠・出産｜半田市公式ウェブサイト","妊娠・出産","https://www.city.handa.lg.jp/tetsuzukinavi/1001521/1001522.html","妊娠・出産｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・"
"津島市","strong","24","くらし　津島市公式ホームページ","くらし","https://www.city.tsushima.lg.jp/kurashi/index.html","くらし 津島市公式ホームページ 津島市ホームページではJavaScriptを使用しています。JavaScriptの使用を有効にしていない場合は、一部の機能が正確に動作しない恐れがあります。 お手数ですがJavaScriptの使用を有効にしてください。 このページの先頭です このページの本文へ移動 音声読み上げ・文字拡大 Multilingual サイトマップ 防災・防犯 目的別検索 メニュー くらし 子育て・教育 福祉・医療 市の紹介・観光 市政 現在のページ トップページ くらし ページID：708842357 本文ここから くらし 新着情報 2026年7月13日 【参加者募集】第20回アジ"
"半田市","medium","23","文化財・重要文化財｜半田市公式ウェブサイト","文化財・重要文化財","https://www.city.handa.lg.jp/bunka/bunkazai/index.html","文化財・重要文化財｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種"
"半田市","medium","23","産業・ビジネス｜半田市公式ウェブサイト","産業・ビジネス","https://www.city.handa.lg.jp/jigyosha/index.html","産業・ビジネス｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成"
"半田市","medium","23","福祉｜半田市公式ウェブサイト","福祉","https://www.city.handa.lg.jp/kenko/fukushi/index.html","福祉｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・補助金"
"半田市","medium","23","半田市地区交通バス｜半田市公式ウェブサイト","半田市地区交通バス","https://www.city.handa.lg.jp/machi/kotsu/1003175/1010290/index.html","半田市地区交通バス｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種"
"半田市","medium","22","令和8年度稲作体験について｜半田市公式ウェブサイト","令和8年度稲作体験について","https://www.city.handa.lg.jp/jigyosha/norin/1011921.html","令和8年度稲作体験について｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生"
"半田市","medium","22","【愛知県初！「ルナルナ」プレミアムコースが無料でご使用いただけます。】妊娠・出産等健康管理の支援に関する連携協定を締結｜半田市公式ウェブサイト","【愛知県初！「ルナルナ」プレミアムコースが無料でご使用いただけます。】妊娠・出産等健康管理の支援に関する連携協定を締結","https://www.city.handa.lg.jp/kosodate/ninshin/1009585.html","【愛知県初！「ルナルナ」プレミアムコースが無料でご使用いただけます。】妊娠・出産等健康管理の支援に関する連携協定を締結｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民"
"半田市","medium","22","高齢者向けの助成金・補助金、サービス｜半田市公式ウェブサイト","高齢者向けの助成金・補助金、サービス","https://www.city.handa.lg.jp/kurashi/1009918/1009920.html","高齢者向けの助成金・補助金、サービス｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制"
"半田市","medium","22","広報動画を配信中！！｜半田市公式ウェブサイト","広報動画を配信中！！","https://www.city.handa.lg.jp/shisei/koho/1004121/1004125.html","広報動画を配信中！！｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各"
"半田市","medium","22","引っ越し・住まい｜半田市公式ウェブサイト","引っ越し・住まい","https://www.city.handa.lg.jp/tetsuzukinavi/1001517/1001518.html","引っ越し・住まい｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助"
"半田市","medium","21","子育て・教育｜半田市公式ウェブサイト","子育て・教育","https://www.city.handa.lg.jp/kosodate/index.html","子育て・教育｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金"
"豊川市","medium","21","児童に関する手当／豊川市","児童に関する手当","https://www.city.toyokawa.lg.jp/konnatoki/ninshin_shussan/18780.html","児童に関する手当／豊川市 スマートフォン版を表示 本文へ 閲覧支援 Languages 文字サイズ 背景色変更 ふりがな ふりがなをけす やさしいにほんご やさしいにほんごを消す 音声読み上げ Select Language English Português Español 中文（繁体） 中文（簡体） Tiếng Việt Go Select your language 閲覧支援・Languagesを閉じる 検索する キーワードから探す ページID検索 ページID検索 検索 ページIDとは? 検索メニューを閉じる くらし・手続き くらし・手続き 医療・健康・福祉 医療・健康・福祉 子育て・教"
"半田市","medium","20","文化・社会教育施設｜半田市公式ウェブサイト","文化・社会教育施設","https://www.city.handa.lg.jp/bunka/bunkashisetsu/index.html","文化・社会教育施設｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種"
"半田市","medium","20","よくある質問｜半田市公式ウェブサイト","よくある質問","https://www.city.handa.lg.jp/faq/index.html","よくある質問｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金"
"半田市","medium","20","入札・契約｜半田市公式ウェブサイト","入札・契約","https://www.city.handa.lg.jp/jigyosha/nyusatsu/index.html","入札・契約｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・"
"半田市","medium","20","子どもを預ける｜半田市公式ウェブサイト","子どもを預ける","https://www.city.handa.lg.jp/kosodate/shien/index.html","子どもを預ける｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成"
"半田市","medium","20","各種助成金・補助金、サービス｜半田市公式ウェブサイト","各種助成金・補助金、サービス","https://www.city.handa.lg.jp/kurashi/1009918/index.html","各種助成金・補助金、サービス｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費"
"半田市","medium","20","各種給付金｜半田市公式ウェブサイト","各種給付金","https://www.city.handa.lg.jp/kurashi/1011067/index.html","各種給付金｜半田市公式ウェブサイト 当ホームページではjavascriptを使用しています。 javascriptの使用を有効にしなければ、一部の機能が正確に動作しない恐れがあります。お手数ですがjavascriptの使用を有効にしてください。 エンターキーを押すと、ナビゲーション部分をスキップし本文へ移動します。 緊急情報があります いざという時に 文字サイズ・色合い変更 読み上げ Foreign Language くらし・手続き くらし・手続き トップ 閉じる 防災・防犯 戸籍・住民の手続き 個人番号（マイナンバー） 税金 国民健康保険 国民年金 後期高齢者医療制度 消費生活 各種助成金・"
