organization	title	url	fallbackEvidence
読谷村	読谷村物価高騰対策支援金給付事業について	https://www.vill.yomitan.okinawa.jp/pickup/7150.html	読谷村物価高騰対策支援金給付事業について／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム ピックアップ 読谷村物価高騰対策支援金給付事業について 読谷村物価高騰対策支援金給付事業について 更新日：2026年07月08日 ※R8.7.8 更新 令和8年6月3日（水曜日
読谷村	令和8年度【高等職業訓練促進給付金】募集について	https://www.vill.yomitan.okinawa.jp/kodomonotobira/6096.html	令和8年度【高等職業訓練促進給付金】募集について／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム こどものトビラ 令和8年度【高等職業訓練促進給付金】募集について 令和8年度【高等職業訓練促進給付金】募集について 更新日：2026年04月27日 母子家庭の母又は父子
読谷村	こども医療費助成制度	https://www.vill.yomitan.okinawa.jp/kosodate_kyoiku/boshi_kenko/support_kenko/2061.html	こども医療費助成制度／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム 子育て・教育 母子の健康 健康・医療に関するサポート こども医療費助成制度 こども医療費助成制度 更新日：2024年12月24日 こども医療費助成制度（令和4年4月～） こども医療費助成金現物給付
北中城村	幼稚園の預かり保育について（幼児教育・保育の無償化）	https://www.vill.kitanakagusuku.lg.jp/bamen/nyuennyugaku/3647.html	幼稚園の預かり保育について（幼児教育・保育の無償化）／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 場面別で探す 入園・入学 幼稚園の預かり保育について（幼児教育・保育の無償化） 幼稚園の預かり保育について（幼児教育・保育の無償化） 更新日：2026年02月04日 幼稚園等の預かり保育について （子ども子育て支援法第30条の4第2号および3号） 幼稚園等（新制度移行幼稚園、新制度未移行幼稚園、認定こども園（教育認定））の預かり保育は、教育時間以外の時間に、幼稚園
北中城村	【就学援助】令和7年度新入学用品費の入学前支給について	https://www.vill.kitanakagusuku.lg.jp/kakuka/iinkai/kyouiku/teate/3435.html	【就学援助】令和7年度新入学用品費の入学前支給について／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 北中城村教育委員会 教育総務課 総務係 手当・助成 【就学援助】令和7年度新入学用品費の入学前支給について 【就学援助】令和7年度新入学用品費の入学前支給について 更新日：2025年11月28日 「新入学用品費」の入学前支給を受けることができる方 支給額・支給時期・支給方法 申請方法 注意事項 【就学援助】新入学学用品費の入学前支給のご案内(PDFフ
北中城村	北中城村 公共下水道接続促進事業補助金交付制度	https://www.vill.kitanakagusuku.lg.jp/kakuka/jouge/gesui/13.html	北中城村 公共下水道接続促進事業補助金交付制度／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 上下水道課 下水道係 北中城村 公共下水道接続促進事業補助金交付制度 北中城村 公共下水道接続促進事業補助金交付制度 更新日：2026年05月01日 北中城村では、 平成28年度より沖縄振興公共投資交付金を活用した、『北中城村公共下水道接続促進事業補助金交付制度』を行っています。 詳しくは、下記の交付案内、交付要綱、申請関係様式をご覧ください。 また、注意事
北中城村	北中城村 雨水利用促進補助金交付制度	https://www.vill.kitanakagusuku.lg.jp/kakuka/jouge/gesui/2661.html	北中城村 雨水利用促進補助金交付制度／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 上下水道課 下水道係 北中城村 雨水利用促進補助金交付制度 北中城村 雨水利用促進補助金交付制度 更新日：2025年04月01日 北中城村では、島袋地域の一部区域内の住宅において、雨水貯留タンクや雨水浸透ますを新たに設置する方、または下水道への接続により不用となった浄化槽を雨水貯留タンクへ改造して利用する方に対して、その設置・改造にかかる工事費用の一部に補助金を交付す
伊江村	奨学金貸与生の募集について	https://www.iejima.org/document/2024101100023/	奨学金貸与生の募集について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > くらし・手続き > 子育て・教育 > 教育委員会 TOP > カテゴリ > ライフイベント > 入園・入学 読み上げる 奨学金貸与生の募集について 公開日 2025年09月26日 奨学金貸与生の募集について 伊江村人材育成会では、 令和8年4月に高等学校・専修学校・短期大学・大学 への進学を予定している生徒・学生で就学が困難な学生を対象に、審
伊江村	披露宴助成金支給について	https://www.iejima.org/document/2015042700038/	披露宴助成金支給について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > 行政情報 > 各課の案内・資料 TOP > カテゴリ > ライフイベント > 結婚 読み上げる 披露宴助成金支給について 公開日 2025年04月01日 村内で結婚披露宴を予定している方へ ご結婚おめでとうございます。 これから結婚披露宴を予定している方へ朗報です！ 伊江村では「結婚披露宴助成金支給条例」を制定し、村内で結婚披露宴を開催される方
読谷村	児童手当の制度改正（令和6年12月支給分から）	https://www.vill.yomitan.okinawa.jp/kosodate_kyoiku/jidofukushi/5861.html	児童手当の制度改正（令和6年12月支給分から）／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム 子育て・教育 児童福祉・ひとり親福祉 児童手当の制度改正（令和6年12月支給分から） 児童手当の制度改正（令和6年12月支給分から） 更新日：2024年12月12日 令和
読谷村	私立中学校給食費補助金	https://www.vill.yomitan.okinawa.jp/kosodate_kyoiku/kyoiku_iinkai/6632.html	私立中学校給食費補助金／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム 子育て・教育 教育委員会 私立中学校給食費補助金 私立中学校給食費補助金 更新日：2025年10月07日 読谷村では、子育て世代が抱えている経済的負担の軽減を図るため、読谷村に在住し、私立中学校
伊江村	[NEWS]令和６年度 移住定住応援給付金が始まりました	https://www.iejima.org/document/2024041200050/	[NEWS]令和６年度 移住定住応援給付金が始まりました | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > 移住定住ガイド 読み上げる [NEWS]令和６年度 移住定住応援給付金が始まりました 公開日 2024年04月16日 令和６年度から新しく伊江村独自の「移住定住応援給付金」の制度が始まりました。 伊江島では村の産業や地域活動の担い手となるU ・Iターンの方の移住定住を促進するために独自の移住定住応援給付金を交付し
伊江村	児童手当について	https://www.iejima.org/document/2020101900014/	児童手当について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > よくある質問 > Q&A 各種証明書・手続き TOP > カテゴリ > 区分 > よくある質問 > Q&A 子育て・教育 TOP > カテゴリ > 分野 > くらし・手続き > 各種証明書・手続き TOP > カテゴリ > 分野 > くらし・手続き > 子育て・教育 TOP > カテゴリ > ライフイベント > 妊娠・出産 TOP > カテゴリ > ライフイベント > 子育て TOP > カテゴリ
伊江村	電動三輪車等購入費補助金について	https://www.iejima.org/document/2020081300057/	電動三輪車等購入費補助金について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 分野 > くらし・手続き > 各種証明書・手続き TOP > カテゴリ > 分野 > くらし・手続き > 後期高齢者 TOP > カテゴリ > ライフイベント > 高齢者・介護 読み上げる 電動三輪車等購入費補助金について 公開日 2020年08月14日 高齢者又は身体障害者に対し、電動三輪車又は電動四輪車の購入費の一部を補助することにより生活範囲の拡大を図り、その福祉の増進を目的としていま
読谷村	令和8年度こども未来基金収益金事業（助成金）を実施する個人又は団体等を募集します	https://www.vill.yomitan.okinawa.jp/life_scene/kosodate/6924.html	令和8年度こども未来基金収益金事業（助成金）を実施する個人又は団体等を募集します／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム ライフシーンから探す 子育て 令和8年度こども未来基金収益金事業（助成金）を実施する個人又は団体等を募集します 令和8年度こども未来基金
読谷村	母子及び父子家庭等医療費助成事業	https://www.vill.yomitan.okinawa.jp/kodomonotobira/5414.html	母子及び父子家庭等医療費助成事業／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム こどものトビラ 母子及び父子家庭等医療費助成事業 母子及び父子家庭等医療費助成事業 更新日：2026年05月27日 読谷村では、母子家庭、父子家庭及び養育者家庭に対し、その生活の安定と
北中城村	北中城村ぺーちん商品券	https://www.vill.kitanakagusuku.lg.jp/kakuka/kikaku/chiiki/chiiki/4689.html	北中城村ぺーちん商品券／北中城村 本文へ 文字サイズ 背景色変更 アクセス ホーム 暮らしの情報 北中城村について 村政 観光案内 子育て・教育 手続き検索ナビ キーワードで探す よく検索されるキーワード 水道基本料金の全額免除について 下水道使用料改定のお知らせ 水道料金改定のお知らせ 現在の位置 北中城村ホームページ 各課の案内 企画振興課 地域振興係 地域活性化 北中城村ぺーちん商品券 北中城村ぺーちん商品券 更新日：2026年06月05日 ～物価高騰対応重点支援地方交付金を活用しています～ 令和8年 北中城村ぺーちん商品券配布について 北中城村では物価高騰による負担を軽減すべく、広く村民が利用できる商品券を配布します。 配布期間：現在配送中です～令和8年6月30日までに完了予定 名称 北中城村ぺーちん商
伊江村	[NEWS]移住支援事業 伊江村移住支援金制度が始まりました	https://www.iejima.org/document/2023121400014/	[NEWS]移住支援事業 伊江村移住支援金制度が始まりました | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > 注目情報 TOP > カテゴリ > 分野 > 移住定住ガイド 読み上げる [NEWS]移住支援事業 伊江村移住支援金制度が始まりました 公開日 2023年12月15日 伊江村の移住金制度は、国の地方創生移住支援事業を活用し、伊江村の地域づくりの担い手不足の解消を目的とし、沖縄県と共同して東京圏から伊江村に移住して仕事をする方に移住支援金を交付するものです
伊江村	医療費助成制度について	https://www.iejima.org/document/2015021800155/	医療費助成制度について | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > よくある質問 > Q&A 子育て・教育 TOP > カテゴリ > 区分 > よくある質問 > Q&A 健康・医療・福祉 TOP > カテゴリ > 分野 > くらし・手続き > 健康・医療 TOP > カテゴリ > 分野 > くらし・手続き > 子育て・教育 TOP > カテゴリ > 分野 > 行政情報 > 各課の案内・資料 TOP > カテゴリ > ライフイベント > 妊娠・出産 TOP >
伊江村	伊江村緊急経済対策住宅リフォーム支援事業補助金	https://www.iejima.org/document/2021071200012/	伊江村緊急経済対策住宅リフォーム支援事業補助金 | 伊江村公式ホームページ 日本語 English Français 簡体中文 繁体中文 한국어 文字のサイズ 小 中 大 配色 青 黄 黒 標準 --> 携帯電話版 サイトマップ トップ 観光・イベント くらし・手続き 産業・ビジネス 行政情報 防災・消防・緊急 TOP > カテゴリ > 区分 > よくある質問 > Q&A 住宅・土地・建築 TOP > カテゴリ > 分野 > 行政情報 > 各課の案内・資料 読み上げる 伊江村緊急経済対策住宅リフォーム支援事業補助金 公開日 2021年07月12日 伊江村では、住宅・建築関連産業を中心とした地域経済活性化を図るとともに、住宅の改修・リフォームにより 村民があかるくイキイキと安心して快適な生活ができるよう村民の住宅
北谷町	北谷町加齢性難聴者補聴器購入費助成事業	https://www.chatan.jp/kenko_fukushi/koureishafukushi/oshirase/hochoukijosei.html	北谷町加齢性難聴者補聴器購入費助成事業。65歳以上の北谷町民のうち、医師から補聴器の使用が必要と認められた方に購入費の一部を助成。助成上限は住民税非課税世帯5万円、その他3万円。2026年6月26日更新時点で受付中、予定人数に達し次第受付終了。
読谷村	読谷村「妊婦のための支援給付」について	https://www.vill.yomitan.okinawa.jp/kosodate_kyoiku/ninshin_shussan/6300.html	読谷村「妊婦のための支援給付」について／沖縄県読谷村 スマートフォン版を表示 本文へ 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 くらし・手続き しごと・産業 医療・健康・福祉 観光・文化・スポーツ 行政情報 子育て・教育 文字サイズ 背景色変更 Foreign Language English 中文(簡体字) 中文(繁体字) Go PC版で見る 閉じる 現在のページ ホーム 子育て・教育 妊娠・出産 読谷村「妊婦のための支援給付」について 読谷村「妊婦のための支援給付」について 更新日：2025年06月03日 令和7年4月1日より出産・子育て応援給付
